"","aspcl","elevcl","soilcl","slopcl","class","pval","sign","neighbor"
"1","E","H","H","BSLP","1",0.728833921531909,-1,"nmaxht98clq"
"2","E","H","H","BSLP","2",0.305000782046315,1,"nmaxht98clq"
"3","E","H","H","BSLP","6",0.0283148050244132,1,"nmaxht98clq"
"4","E","H","H","BSLP","7",0.000109910391563862,-1,"nmaxht98clq"
"5","E","H","H","BSLP","8",0.634137431057973,-1,"nmaxht98clq"
"6","E","H","H","BSLP",NA,0.157040287525179,1,"nmaxht98clq"
"7","E","H","H","BSLP","1",0.00116810688353884,-1,"nsumht98clq"
"8","E","H","H","BSLP","2",0.523298887408711,1,"nsumht98clq"
"9","E","H","H","BSLP","3",0.726472055912134,-1,"nsumht98clq"
"10","E","H","H","BSLP","4",0.563859360627011,-1,"nsumht98clq"
"11","E","H","H","BSLP","5",0.103242641235805,-1,"nsumht98clq"
"12","E","H","H","BSLP","6",0.324936866317471,-1,"nsumht98clq"
"13","E","H","H","BSLP","7",0.25236011102098,-1,"nsumht98clq"
"14","E","H","H","BSLP","8",0.485074102778151,-1,"nsumht98clq"
"15","E","H","H","BSLP",NA,0.157040287525179,1,"nsumht98clq"
"16","E","H","H","BSLP","1",0.131052568336526,-1,"nsumhtbig98clq"
"17","E","H","H","BSLP","2",0.447234347873787,-1,"nsumhtbig98clq"
"18","E","H","H","BSLP","3",0.00667604517883716,-1,"nsumhtbig98clq"
"19","E","H","H","BSLP","4",0.408981836965646,-1,"nsumhtbig98clq"
"20","E","H","H","BSLP","5",0.314986199525501,1,"nsumhtbig98clq"
"21","E","H","H","BSLP","6",0.172755835339468,-1,"nsumhtbig98clq"
"22","E","H","H","BSLP","7",0.377068499664496,-1,"nsumhtbig98clq"
"23","E","H","H","BSLP","8",0.620446467608473,1,"nsumhtbig98clq"
"24","E","H","H","BSLP",NA,0.157040287525179,1,"nsumhtbig98clq"
"25","E","H","H","BSLP","1",0.175982023953198,-1,"nmaxdbhclq"
"26","E","H","H","BSLP","2",0.115398957938406,-1,"nmaxdbhclq"
"27","E","H","H","BSLP","3",0.2735854578472,1,"nmaxdbhclq"
"28","E","H","H","BSLP","4",0.0511608612912899,1,"nmaxdbhclq"
"29","E","H","H","BSLP","5",0.108455595388384,-1,"nmaxdbhclq"
"30","E","H","H","BSLP","6",0.0468757333458715,-1,"nmaxdbhclq"
"31","E","H","H","BSLP","7",0.58633979792756,-1,"nmaxdbhclq"
"32","E","H","H","BSLP","8",0.430048709189775,-1,"nmaxdbhclq"
"33","E","H","H","BSLP","1",0.175982023953198,-1,"nmaxbaclq"
"34","E","H","H","BSLP","2",0.115398957938406,-1,"nmaxbaclq"
"35","E","H","H","BSLP","3",0.2735854578472,1,"nmaxbaclq"
"36","E","H","H","BSLP","4",0.0511608612912899,1,"nmaxbaclq"
"37","E","H","H","BSLP","5",0.108455595388384,-1,"nmaxbaclq"
"38","E","H","H","BSLP","6",0.0468757333458715,-1,"nmaxbaclq"
"39","E","H","H","BSLP","7",0.58633979792756,-1,"nmaxbaclq"
"40","E","H","H","BSLP","8",0.430048709189775,-1,"nmaxbaclq"
"41","E","H","H","BSLP","1",0.423206114602348,-1,"nsumbaclq"
"42","E","H","H","BSLP","2",0.539478373027129,-1,"nsumbaclq"
"43","E","H","H","BSLP","3",0.919685213250987,-1,"nsumbaclq"
"44","E","H","H","BSLP","4",0.12128484980096,-1,"nsumbaclq"
"45","E","H","H","BSLP","5",0.576313821732477,-1,"nsumbaclq"
"46","E","H","H","BSLP","6",0.0461443609756482,1,"nsumbaclq"
"47","E","H","H","BSLP","7",0.433478436971251,-1,"nsumbaclq"
"48","E","H","H","BSLP","8",0.201181380552495,-1,"nsumbaclq"
"49","E","H","H","BSLP","1",0.837764402916265,1,"nsumba5clq"
"50","E","H","H","BSLP","2",0.100772743910247,-1,"nsumba5clq"
"51","E","H","H","BSLP","3",0.854284917057096,-1,"nsumba5clq"
"52","E","H","H","BSLP","4",0.416049583936123,-1,"nsumba5clq"
"53","E","H","H","BSLP","5",0.68414323573003,-1,"nsumba5clq"
"54","E","H","H","BSLP","6",0.137580793005366,1,"nsumba5clq"
"55","E","H","H","BSLP","7",0.387132258661807,-1,"nsumba5clq"
"56","E","H","H","BSLP","8",0.459097527409465,-1,"nsumba5clq"
"57","E","H","H","BSLP","1",0.287255659679927,1,"nsumbabigclq"
"58","E","H","H","BSLP","2",0.783424380426088,-1,"nsumbabigclq"
"59","E","H","H","BSLP","3",0.949442705400053,1,"nsumbabigclq"
"60","E","H","H","BSLP","4",0.168003881047824,1,"nsumbabigclq"
"61","E","H","H","BSLP","5",0.781982436607209,-1,"nsumbabigclq"
"62","E","H","H","BSLP","6",0.00095503626094172,1,"nsumbabigclq"
"63","E","H","H","BSLP","7",0.000134941401087417,1,"nsumbabigclq"
"64","E","H","H","BSLP","8",0.280918127853712,-1,"nsumbabigclq"
"65","E","H","H","BSLP","1",0.00126248094415119,-1,"nmaxht98cl"
"66","E","H","H","BSLP","2",0.305000782046315,1,"nmaxht98cl"
"67","E","H","H","BSLP","6",0.871254137803477,1,"nmaxht98cl"
"68","E","H","H","BSLP","7",0.597621433978709,-1,"nmaxht98cl"
"69","E","H","H","BSLP",NA,0.157040287525179,1,"nmaxht98cl"
"70","E","H","H","BSLP","1",0.0818140309568067,-1,"nsumht98cl"
"71","E","H","H","BSLP","2",0.709814724041783,1,"nsumht98cl"
"72","E","H","H","BSLP","3",0.0501196729522682,-1,"nsumht98cl"
"73","E","H","H","BSLP","7",0.23139996321147,-1,"nsumht98cl"
"74","E","H","H","BSLP",NA,0.157040287525179,1,"nsumht98cl"
"75","E","H","H","BSLP","1",0.0532798544624061,-1,"nsumhtbig98cl"
"76","E","H","H","BSLP","2",0.0156924171606822,1,"nsumhtbig98cl"
"77","E","H","H","BSLP","6",0.315417810860041,-1,"nsumhtbig98cl"
"78","E","H","H","BSLP","7",0.0245123296124317,-1,"nsumhtbig98cl"
"79","E","H","H","BSLP",NA,0.157040287525179,1,"nsumhtbig98cl"
"80","E","H","H","BSLP","1",0.279321220624533,-1,"nmaxdbhcl"
"81","E","H","H","BSLP","2",0.848371002163145,1,"nmaxdbhcl"
"82","E","H","H","BSLP","3",0.0145372875578527,-1,"nmaxdbhcl"
"83","E","H","H","BSLP","7",0.365770943990168,-1,"nmaxdbhcl"
"84","E","H","H","BSLP","1",0.0470356794539914,1,"nmaxbacl"
"85","E","H","H","BSLP","2",0.0145372875578527,-1,"nmaxbacl"
"86","E","H","H","BSLP","8",0.0534941154294917,-1,"nmaxbacl"
"87","E","H","H","BSLP","1",0.658266128015648,-1,"nsumbacl"
"88","E","H","H","BSLP","2",0.434691698582293,-1,"nsumbacl"
"89","E","H","H","BSLP","3",0.5965065688922,-1,"nsumbacl"
"90","E","H","H","BSLP","4",0.548389436547211,1,"nsumbacl"
"91","E","H","H","BSLP","5",0.277202285780181,-1,"nsumbacl"
"92","E","H","H","BSLP","1",0.632173803897711,-1,"nsumba5cl"
"93","E","H","H","BSLP","2",0.109446517577999,-1,"nsumba5cl"
"94","E","H","H","BSLP","3",0.95659886399225,1,"nsumba5cl"
"95","E","H","H","BSLP","4",0.577898293225691,-1,"nsumba5cl"
"96","E","H","H","BSLP","5",0.341000389363129,-1,"nsumba5cl"
"97","E","H","H","BSLP","1",0.587560444645287,-1,"nsumbabigcl"
"98","E","H","H","BSLP","2",0.120794554253845,1,"nsumbabigcl"
"99","E","H","H","BSLP","3",0.187380154668699,1,"nsumbabigcl"
"100","E","H","H","BSLP","4",0.00014849280405276,1,"nsumbabigcl"
"101","E","H","H","BSLP","8",0.150677556653586,-1,"nsumbabigcl"
"102","E","L","S","FSLP","1",0.00750216000525177,1,"nmaxht98clq"
"103","E","L","S","FSLP","2",0.33453992047119,-1,"nmaxht98clq"
"104","E","L","S","FSLP","3",0.0250789226464113,1,"nmaxht98clq"
"105","E","L","S","FSLP","4",0.0453871052773708,1,"nmaxht98clq"
"106","E","L","S","FSLP","5",0.18167766639103,1,"nmaxht98clq"
"107","E","L","S","FSLP","7",0.0639064423668403,-1,"nmaxht98clq"
"108","E","L","S","FSLP","8",0.821965545942944,1,"nmaxht98clq"
"109","E","L","S","FSLP",NA,0.280086475689471,1,"nmaxht98clq"
"110","E","L","S","FSLP","1",0.708459694282627,1,"nsumht98clq"
"111","E","L","S","FSLP","5",0.0768146434778612,1,"nsumht98clq"
"112","E","L","S","FSLP","6",0.891417775090772,1,"nsumht98clq"
"113","E","L","S","FSLP","7",0.061991195158959,1,"nsumht98clq"
"114","E","L","S","FSLP","8",0.97403161089076,1,"nsumht98clq"
"115","E","L","S","FSLP",NA,0.280086475689471,1,"nsumht98clq"
"116","E","L","S","FSLP","1",0.0661039826770829,1,"nsumhtbig98clq"
"117","E","L","S","FSLP","3",0.176157456196646,-1,"nsumhtbig98clq"
"118","E","L","S","FSLP","4",0.0153053900069915,1,"nsumhtbig98clq"
"119","E","L","S","FSLP","5",0.00125645574635496,1,"nsumhtbig98clq"
"120","E","L","S","FSLP","6",0.0295380936386323,1,"nsumhtbig98clq"
"121","E","L","S","FSLP","7",0.128739375213748,1,"nsumhtbig98clq"
"122","E","L","S","FSLP","8",0.17059702398166,-1,"nsumhtbig98clq"
"123","E","L","S","FSLP",NA,0.280086475689471,1,"nsumhtbig98clq"
"124","E","L","S","FSLP","1",0.157351677758956,-1,"nmaxdbhclq"
"125","E","L","S","FSLP","2",0.60227072976967,1,"nmaxdbhclq"
"126","E","L","S","FSLP","3",0.137177044773376,-1,"nmaxdbhclq"
"127","E","L","S","FSLP","4",0.325354086275352,1,"nmaxdbhclq"
"128","E","L","S","FSLP","5",0.587889836335419,1,"nmaxdbhclq"
"129","E","L","S","FSLP","6",0.687003919677589,1,"nmaxdbhclq"
"130","E","L","S","FSLP","7",0.103323803736843,1,"nmaxdbhclq"
"131","E","L","S","FSLP","8",0.446178646745608,1,"nmaxdbhclq"
"132","E","L","S","FSLP","1",0.157351677758956,-1,"nmaxbaclq"
"133","E","L","S","FSLP","2",0.60227072976967,1,"nmaxbaclq"
"134","E","L","S","FSLP","3",0.137177044773376,-1,"nmaxbaclq"
"135","E","L","S","FSLP","4",0.325354086275352,1,"nmaxbaclq"
"136","E","L","S","FSLP","5",0.587889836335419,1,"nmaxbaclq"
"137","E","L","S","FSLP","6",0.687003919677589,1,"nmaxbaclq"
"138","E","L","S","FSLP","7",0.103323803736843,1,"nmaxbaclq"
"139","E","L","S","FSLP","8",0.446178646745608,1,"nmaxbaclq"
"140","E","L","S","FSLP","1",0.832948232154169,-1,"nsumbaclq"
"141","E","L","S","FSLP","2",0.13063250129644,1,"nsumbaclq"
"142","E","L","S","FSLP","3",0.0478359300472155,-1,"nsumbaclq"
"143","E","L","S","FSLP","4",0.165951690155275,1,"nsumbaclq"
"144","E","L","S","FSLP","5",0.612263940632797,1,"nsumbaclq"
"145","E","L","S","FSLP","6",0.0581528693823534,1,"nsumbaclq"
"146","E","L","S","FSLP","7",3.84165567260392e-05,1,"nsumbaclq"
"147","E","L","S","FSLP","8",0.988266232036398,1,"nsumbaclq"
"148","E","L","S","FSLP","1",0.677980359264156,1,"nsumba5clq"
"149","E","L","S","FSLP","2",0.964758215286401,-1,"nsumba5clq"
"150","E","L","S","FSLP","3",0.109149145600706,-1,"nsumba5clq"
"151","E","L","S","FSLP","4",0.0070724781137218,1,"nsumba5clq"
"152","E","L","S","FSLP","5",0.612107706693241,-1,"nsumba5clq"
"153","E","L","S","FSLP","6",0.0373689919652492,1,"nsumba5clq"
"154","E","L","S","FSLP","7",2.07333340473899e-05,1,"nsumba5clq"
"155","E","L","S","FSLP","8",0.570933623960593,1,"nsumba5clq"
"156","E","L","S","FSLP","1",0.787657249091912,-1,"nsumbabigclq"
"157","E","L","S","FSLP","2",0.282396619110081,1,"nsumbabigclq"
"158","E","L","S","FSLP","3",0.401535116305031,1,"nsumbabigclq"
"159","E","L","S","FSLP","4",0.817906410323142,-1,"nsumbabigclq"
"160","E","L","S","FSLP","5",0.100558464838804,1,"nsumbabigclq"
"161","E","L","S","FSLP","6",0.263905400104178,1,"nsumbabigclq"
"162","E","L","S","FSLP","7",2.15293943664554e-06,1,"nsumbabigclq"
"163","E","L","S","FSLP","8",0.987974275150113,-1,"nsumbabigclq"
"164","E","L","S","FSLP","1",0.0522865265239322,1,"nmaxht98cl"
"165","E","L","S","FSLP","2",0.459047660379049,1,"nmaxht98cl"
"166","E","L","S","FSLP","3",0.295130161636946,1,"nmaxht98cl"
"167","E","L","S","FSLP","4",0.206389578970322,1,"nmaxht98cl"
"168","E","L","S","FSLP","6",0.821965545942944,1,"nmaxht98cl"
"169","E","L","S","FSLP",NA,0.280086475689471,1,"nmaxht98cl"
"170","E","L","S","FSLP","1",0.799116051439858,1,"nsumht98cl"
"171","E","L","S","FSLP","7",0.0223866211688602,1,"nsumht98cl"
"172","E","L","S","FSLP","8",0.0211832412994249,-1,"nsumht98cl"
"173","E","L","S","FSLP",NA,0.280086475689471,1,"nsumht98cl"
"174","E","L","S","FSLP","1",0.0461118431290499,1,"nsumhtbig98cl"
"175","E","L","S","FSLP","6",1.38729970016639e-05,1,"nsumhtbig98cl"
"176","E","L","S","FSLP","7",0.735935577816195,-1,"nsumhtbig98cl"
"177","E","L","S","FSLP",NA,0.280086475689471,1,"nsumhtbig98cl"
"178","E","L","S","FSLP","1",0.35839312016872,-1,"nmaxdbhcl"
"179","E","L","S","FSLP","2",0.391608938048839,1,"nmaxdbhcl"
"180","E","L","S","FSLP","3",0.474412081979474,1,"nmaxdbhcl"
"181","E","L","S","FSLP","4",0.891979516212379,-1,"nmaxdbhcl"
"182","E","L","S","FSLP","5",0.00243586721332961,1,"nmaxdbhcl"
"183","E","L","S","FSLP","7",0.507897383223844,1,"nmaxdbhcl"
"184","E","L","S","FSLP","8",0.279379884189915,1,"nmaxdbhcl"
"185","E","L","S","FSLP","1",0.278810707311201,1,"nmaxbacl"
"186","E","L","S","FSLP","2",0.395277805073353,1,"nmaxbacl"
"187","E","L","S","FSLP","3",0.00293001059753241,-1,"nmaxbacl"
"188","E","L","S","FSLP","4",0.0066536600927703,1,"nmaxbacl"
"189","E","L","S","FSLP","8",0.578910030898658,-1,"nmaxbacl"
"190","E","L","S","FSLP","1",0.83168585725928,1,"nsumbacl"
"191","E","L","S","FSLP","2",0.774367354086874,-1,"nsumbacl"
"192","E","L","S","FSLP","3",0.184935856947342,1,"nsumbacl"
"193","E","L","S","FSLP","4",0.000159579918003921,1,"nsumbacl"
"194","E","L","S","FSLP","5",0.215442678669911,1,"nsumbacl"
"195","E","L","S","FSLP","8",0.540909092687761,1,"nsumbacl"
"196","E","L","S","FSLP","1",0.651233219652862,1,"nsumba5cl"
"197","E","L","S","FSLP","2",0.981146492429516,-1,"nsumba5cl"
"198","E","L","S","FSLP","3",0.542015258229962,1,"nsumba5cl"
"199","E","L","S","FSLP","4",0.000135946992359678,1,"nsumba5cl"
"200","E","L","S","FSLP","5",0.319148959278144,1,"nsumba5cl"
"201","E","L","S","FSLP","8",0.540909092687761,1,"nsumba5cl"
"202","E","L","S","FSLP","1",0.395966441446644,1,"nsumbabigcl"
"203","E","L","S","FSLP","2",0.842645148717533,1,"nsumbabigcl"
"204","E","L","S","FSLP","3",0.0480598601806861,1,"nsumbabigcl"
"205","E","L","S","FSLP","4",0.000145496163626609,1,"nsumbabigcl"
"206","E","L","S","FSLP","5",0.302272752719791,1,"nsumbabigcl"
"207","E","L","S","FSLP","8",0.903668952342019,1,"nsumbabigcl"
"208","E","M","H","BSLP","1",0.750656307127905,-1,"nmaxht98clq"
"209","E","M","H","BSLP","2",0.0689014668115226,1,"nmaxht98clq"
"210","E","M","H","BSLP","3",0.196669019747175,1,"nmaxht98clq"
"211","E","M","H","BSLP","4",0.100450876843353,1,"nmaxht98clq"
"212","E","M","H","BSLP","5",3.73000950888738e-05,1,"nmaxht98clq"
"213","E","M","H","BSLP","7",0.265805757370419,-1,"nmaxht98clq"
"214","E","M","H","BSLP","8",0.225922474243224,1,"nmaxht98clq"
"215","E","M","H","BSLP",NA,0.243879526704243,-1,"nmaxht98clq"
"216","E","M","H","BSLP","1",0.0896957033084135,1,"nsumht98clq"
"217","E","M","H","BSLP","2",0.883018849999664,1,"nsumht98clq"
"218","E","M","H","BSLP","3",0.558283225172466,1,"nsumht98clq"
"219","E","M","H","BSLP","4",2.52269776313158e-05,1,"nsumht98clq"
"220","E","M","H","BSLP","5",0.0149071004350768,1,"nsumht98clq"
"221","E","M","H","BSLP","6",0.447859897135193,1,"nsumht98clq"
"222","E","M","H","BSLP","7",0.0165964148379459,-1,"nsumht98clq"
"223","E","M","H","BSLP","8",0.0239723302393761,-1,"nsumht98clq"
"224","E","M","H","BSLP",NA,0.243879526704243,-1,"nsumht98clq"
"225","E","M","H","BSLP","1",0.950715803321902,1,"nsumhtbig98clq"
"226","E","M","H","BSLP","2",0.765164713066374,-1,"nsumhtbig98clq"
"227","E","M","H","BSLP","3",0.0468092919803227,-1,"nsumhtbig98clq"
"228","E","M","H","BSLP","4",0.359793888157897,-1,"nsumhtbig98clq"
"229","E","M","H","BSLP","5",0.0850946076641455,-1,"nsumhtbig98clq"
"230","E","M","H","BSLP","6",0.485579593784485,1,"nsumhtbig98clq"
"231","E","M","H","BSLP","7",0.754920184478148,-1,"nsumhtbig98clq"
"232","E","M","H","BSLP","8",5.16896497742589e-06,-1,"nsumhtbig98clq"
"233","E","M","H","BSLP",NA,0.243879526704243,-1,"nsumhtbig98clq"
"234","E","M","H","BSLP","1",0.988338302672904,1,"nmaxdbhclq"
"235","E","M","H","BSLP","2",0.00215657515192881,1,"nmaxdbhclq"
"236","E","M","H","BSLP","3",5.43775693000634e-05,1,"nmaxdbhclq"
"237","E","M","H","BSLP","4",0.964462921434069,1,"nmaxdbhclq"
"238","E","M","H","BSLP","5",0.0172264988713491,1,"nmaxdbhclq"
"239","E","M","H","BSLP","6",0.796992090427896,1,"nmaxdbhclq"
"240","E","M","H","BSLP","7",0.00407337406859293,1,"nmaxdbhclq"
"241","E","M","H","BSLP","8",0.965042404878772,1,"nmaxdbhclq"
"242","E","M","H","BSLP","1",0.988338302672904,1,"nmaxbaclq"
"243","E","M","H","BSLP","2",0.00215657515192881,1,"nmaxbaclq"
"244","E","M","H","BSLP","3",5.43775693000634e-05,1,"nmaxbaclq"
"245","E","M","H","BSLP","4",0.964462921434069,1,"nmaxbaclq"
"246","E","M","H","BSLP","5",0.0172264988713491,1,"nmaxbaclq"
"247","E","M","H","BSLP","6",0.796992090427896,1,"nmaxbaclq"
"248","E","M","H","BSLP","7",0.00407337406859293,1,"nmaxbaclq"
"249","E","M","H","BSLP","8",0.965042404878772,1,"nmaxbaclq"
"250","E","M","H","BSLP","1",0.000109041168240107,1,"nsumbaclq"
"251","E","M","H","BSLP","2",0.55703592803682,1,"nsumbaclq"
"252","E","M","H","BSLP","3",0.360407678666555,1,"nsumbaclq"
"253","E","M","H","BSLP","4",0.462971535227783,1,"nsumbaclq"
"254","E","M","H","BSLP","5",0.0936540493065218,1,"nsumbaclq"
"255","E","M","H","BSLP","6",0.567159671835772,1,"nsumbaclq"
"256","E","M","H","BSLP","7",0.309783697323183,1,"nsumbaclq"
"257","E","M","H","BSLP","8",0.0446436715693816,1,"nsumbaclq"
"258","E","M","H","BSLP","1",0.000112845382757776,1,"nsumba5clq"
"259","E","M","H","BSLP","2",0.00594322847899931,1,"nsumba5clq"
"260","E","M","H","BSLP","3",0.244281813386417,-1,"nsumba5clq"
"261","E","M","H","BSLP","4",0.879873849208458,1,"nsumba5clq"
"262","E","M","H","BSLP","5",0.845251239524733,-1,"nsumba5clq"
"263","E","M","H","BSLP","6",0.166974023487924,1,"nsumba5clq"
"264","E","M","H","BSLP","7",0.203567368035648,1,"nsumba5clq"
"265","E","M","H","BSLP","8",6.19988397587095e-06,1,"nsumba5clq"
"266","E","M","H","BSLP","1",4.96240800932405e-05,1,"nsumbabigclq"
"267","E","M","H","BSLP","2",0.0330194783335301,1,"nsumbabigclq"
"268","E","M","H","BSLP","3",0.0425673285180163,1,"nsumbabigclq"
"269","E","M","H","BSLP","4",0.0629471941516509,1,"nsumbabigclq"
"270","E","M","H","BSLP","5",0.0828039652309864,1,"nsumbabigclq"
"271","E","M","H","BSLP","6",0.659353537970489,1,"nsumbabigclq"
"272","E","M","H","BSLP","7",0.648623956488693,1,"nsumbabigclq"
"273","E","M","H","BSLP","8",0.00424248428090095,-1,"nsumbabigclq"
"274","E","M","H","BSLP","1",0.951581580629748,-1,"nmaxht98cl"
"275","E","M","H","BSLP","2",8.96326048786294e-05,1,"nmaxht98cl"
"276","E","M","H","BSLP","3",0.847094003846507,-1,"nmaxht98cl"
"277","E","M","H","BSLP","4",0.00109813134593683,1,"nmaxht98cl"
"278","E","M","H","BSLP","6",0.225922474243224,1,"nmaxht98cl"
"279","E","M","H","BSLP","7",0.550553291329983,-1,"nmaxht98cl"
"280","E","M","H","BSLP",NA,0.243879526704243,-1,"nmaxht98cl"
"281","E","M","H","BSLP","1",0.421083989329228,1,"nsumht98cl"
"282","E","M","H","BSLP","2",0.701670971449157,1,"nsumht98cl"
"283","E","M","H","BSLP","3",0.0515524550399288,1,"nsumht98cl"
"284","E","M","H","BSLP","4",0.00121310163621442,1,"nsumht98cl"
"285","E","M","H","BSLP","5",0.000300070574530542,1,"nsumht98cl"
"286","E","M","H","BSLP","7",0.779095761639686,1,"nsumht98cl"
"287","E","M","H","BSLP","8",0.992160344965101,1,"nsumht98cl"
"288","E","M","H","BSLP",NA,0.243879526704243,-1,"nsumht98cl"
"289","E","M","H","BSLP","1",0.230526262375876,1,"nsumhtbig98cl"
"290","E","M","H","BSLP","2",0.00484175999770352,-1,"nsumhtbig98cl"
"291","E","M","H","BSLP","3",0.0167927502634305,-1,"nsumhtbig98cl"
"292","E","M","H","BSLP","4",0.428858996422765,1,"nsumhtbig98cl"
"293","E","M","H","BSLP","6",0.858653376902386,1,"nsumhtbig98cl"
"294","E","M","H","BSLP","7",2.17434792381023e-06,-1,"nsumhtbig98cl"
"295","E","M","H","BSLP",NA,0.243879526704243,-1,"nsumhtbig98cl"
"296","E","M","H","BSLP","1",2.98916065159662e-05,1,"nmaxdbhcl"
"297","E","M","H","BSLP","2",0.702403233421208,1,"nmaxdbhcl"
"298","E","M","H","BSLP","3",0.00407337406859293,1,"nmaxdbhcl"
"299","E","M","H","BSLP","7",0.840078823022573,-1,"nmaxdbhcl"
"300","E","M","H","BSLP","8",0.112925006886902,1,"nmaxdbhcl"
"301","E","M","H","BSLP","1",0.284264030028987,1,"nmaxbacl"
"302","E","M","H","BSLP","2",0.00407337406859293,1,"nmaxbacl"
"303","E","M","H","BSLP","8",1.09521250313788e-05,1,"nmaxbacl"
"304","E","M","H","BSLP","1",0.000204966408117653,1,"nsumbacl"
"305","E","M","H","BSLP","2",0.0498360348468755,1,"nsumbacl"
"306","E","M","H","BSLP","3",0.0196807150186804,1,"nsumbacl"
"307","E","M","H","BSLP","4",0.60673477678755,1,"nsumbacl"
"308","E","M","H","BSLP","8",0.215368176454427,-1,"nsumbacl"
"309","E","M","H","BSLP","1",3.06097647729921e-05,1,"nsumba5cl"
"310","E","M","H","BSLP","2",0.324379680564376,1,"nsumba5cl"
"311","E","M","H","BSLP","3",0.399198369660142,1,"nsumba5cl"
"312","E","M","H","BSLP","4",0.110138982928762,1,"nsumba5cl"
"313","E","M","H","BSLP","8",0.000523869043282287,1,"nsumba5cl"
"314","E","M","H","BSLP","1",0.000172272763905783,1,"nsumbabigcl"
"315","E","M","H","BSLP","2",0.000821517957837331,1,"nsumbabigcl"
"316","E","M","H","BSLP","3",0.461826722990326,1,"nsumbabigcl"
"317","E","M","H","BSLP","4",0.348956947801434,1,"nsumbabigcl"
"318","E","M","H","BSLP","8",0.000780519216771212,-1,"nsumbabigcl"
"319","E","M","S","BSLP","1",0.142181489657378,1,"nmaxht98clq"
"320","E","M","S","BSLP","2",0.288379027280923,1,"nmaxht98clq"
"321","E","M","S","BSLP","3",1.32934406605334e-05,1,"nmaxht98clq"
"322","E","M","S","BSLP","4",0.0871800070243538,1,"nmaxht98clq"
"323","E","M","S","BSLP","5",0.304734951234698,1,"nmaxht98clq"
"324","E","M","S","BSLP","6",0.877326428625407,1,"nmaxht98clq"
"325","E","M","S","BSLP","7",0.151654191477032,1,"nmaxht98clq"
"326","E","M","S","BSLP","8",0.0312578461474702,1,"nmaxht98clq"
"327","E","M","S","BSLP",NA,0.850547636364873,-1,"nmaxht98clq"
"328","E","M","S","BSLP","1",0.115130569402652,1,"nsumht98clq"
"329","E","M","S","BSLP","2",0.000432573791189673,1,"nsumht98clq"
"330","E","M","S","BSLP","3",0.777460972510626,1,"nsumht98clq"
"331","E","M","S","BSLP","4",0.297199477097847,1,"nsumht98clq"
"332","E","M","S","BSLP","5",0.00419515887344569,1,"nsumht98clq"
"333","E","M","S","BSLP","6",0.618530301696785,1,"nsumht98clq"
"334","E","M","S","BSLP","7",0.450173149850691,1,"nsumht98clq"
"335","E","M","S","BSLP","8",0.81263595657556,1,"nsumht98clq"
"336","E","M","S","BSLP",NA,0.850547636364873,-1,"nsumht98clq"
"337","E","M","S","BSLP","1",0.0375839095736524,1,"nsumhtbig98clq"
"338","E","M","S","BSLP","2",0.0122088215183575,1,"nsumhtbig98clq"
"339","E","M","S","BSLP","3",0.358475045056723,-1,"nsumhtbig98clq"
"340","E","M","S","BSLP","4",0.0863415306328752,1,"nsumhtbig98clq"
"341","E","M","S","BSLP","5",0.0326972056782692,-1,"nsumhtbig98clq"
"342","E","M","S","BSLP","6",0.000498275492127487,1,"nsumhtbig98clq"
"343","E","M","S","BSLP","7",7.15197394295266e-06,1,"nsumhtbig98clq"
"344","E","M","S","BSLP","8",0.560483827105765,-1,"nsumhtbig98clq"
"345","E","M","S","BSLP",NA,0.850547636364873,-1,"nsumhtbig98clq"
"346","E","M","S","BSLP","1",0.851870683207046,1,"nmaxdbhclq"
"347","E","M","S","BSLP","2",0.441405753774659,1,"nmaxdbhclq"
"348","E","M","S","BSLP","3",0.815630207619626,1,"nmaxdbhclq"
"349","E","M","S","BSLP","4",0.648285339252809,1,"nmaxdbhclq"
"350","E","M","S","BSLP","5",5.49132353883099e-05,1,"nmaxdbhclq"
"351","E","M","S","BSLP","6",0.285342308069279,1,"nmaxdbhclq"
"352","E","M","S","BSLP","7",0.0474982701372333,1,"nmaxdbhclq"
"353","E","M","S","BSLP","8",0.00127445848777094,1,"nmaxdbhclq"
"354","E","M","S","BSLP","1",0.851870683207046,1,"nmaxbaclq"
"355","E","M","S","BSLP","2",0.441405753774659,1,"nmaxbaclq"
"356","E","M","S","BSLP","3",0.815630207619626,1,"nmaxbaclq"
"357","E","M","S","BSLP","4",0.648285339252809,1,"nmaxbaclq"
"358","E","M","S","BSLP","5",5.49132353883099e-05,1,"nmaxbaclq"
"359","E","M","S","BSLP","6",0.285342308069279,1,"nmaxbaclq"
"360","E","M","S","BSLP","7",0.0474982701372333,1,"nmaxbaclq"
"361","E","M","S","BSLP","8",0.00127445848777094,1,"nmaxbaclq"
"362","E","M","S","BSLP","1",0.0376867604887505,1,"nsumbaclq"
"363","E","M","S","BSLP","2",0.00296360834464257,1,"nsumbaclq"
"364","E","M","S","BSLP","3",0.78243285903337,-1,"nsumbaclq"
"365","E","M","S","BSLP","4",0.00647021605481609,1,"nsumbaclq"
"366","E","M","S","BSLP","5",0.010025904570435,1,"nsumbaclq"
"367","E","M","S","BSLP","6",0.521213626733221,-1,"nsumbaclq"
"368","E","M","S","BSLP","7",0.390751255282775,1,"nsumbaclq"
"369","E","M","S","BSLP","8",0.00548486751680368,1,"nsumbaclq"
