"pplot","splot","tag","spec","yrmort","elev","elevcl","aspcl","asp","soilcl","slopcl","bqudx","bqudy","meas87","time","dbh","ht","dbhgrowth","bagrowth","htgrowth","stat","cpos","ch","ba","priordbh","priorba","priorht","id","mort"
5,1,808,"ACPE","2010",840,"L","E",180,"S","FSLP",3,5,FALSE,1998,1.3,2.7,NA,NA,NA,"ALIVE","",15.261481190625,0.0001327326,NA,NA,NA,330,TRUE
5,1,810,"ABBA",NA,840,"L","E",180,"S","FSLP",3,4,FALSE,1998,3.5,3.1,NA,NA,NA,"ALIVE","",15.261481190625,0.000962115,NA,NA,NA,331,FALSE
5,1,811,"ABBA","2010",840,"L","E",180,"S","FSLP",4,5,FALSE,1998,2.3,2,NA,NA,NA,"ALIVE","",15.261481190625,0.0004154766,NA,NA,NA,332,TRUE
5,1,812,"ABBA",NA,840,"L","E",180,"S","FSLP",5,4,FALSE,1998,4,3.1,NA,NA,NA,"ALIVE","",15.261481190625,0.00125664,NA,NA,NA,333,FALSE
5,1,813,"ABBA","2010",840,"L","E",180,"S","FSLP",5,4,FALSE,1998,3.4,3,NA,NA,NA,"ALIVE","",15.261481190625,0.0009079224,NA,NA,NA,334,TRUE
5,1,815,"ABBA","2010",840,"L","E",180,"S","FSLP",5,4,FALSE,1998,0.5,1.5,NA,NA,NA,"ALIVE","",15.261481190625,1.9635e-05,NA,NA,NA,336,TRUE
5,1,816,"ABBA","2010",840,"L","E",180,"S","FSLP",5,2,FALSE,1998,1.8,1.9,NA,NA,NA,"ALIVE","",15.261481190625,0.0002544696,NA,NA,NA,337,TRUE
5,1,817,"ABBA","2010",840,"L","E",180,"S","FSLP",5,2,FALSE,1998,0,1.2,NA,NA,NA,"ALIVE","",15.261481190625,0,NA,NA,NA,338,TRUE
5,1,818,"ABBA","2010",840,"L","E",180,"S","FSLP",5,2,FALSE,1998,3,2.4,NA,NA,NA,"ALIVE","",15.261481190625,0.00070686,NA,NA,NA,339,TRUE
5,1,819,"ABBA",NA,840,"L","E",180,"S","FSLP",5,2,FALSE,1998,4.4,3.5,NA,NA,NA,"ALIVE","",15.261481190625,0.0015205344,NA,NA,NA,340,FALSE
5,1,821,"ABBA",NA,840,"L","E",180,"S","FSLP",5,2,FALSE,1998,3.4,2.8,NA,NA,NA,"ALIVE","",15.261481190625,0.0009079224,NA,NA,NA,342,FALSE
5,1,822,"ABBA","2010",840,"L","E",180,"S","FSLP",5,2,FALSE,1998,0.5,1.5,NA,NA,NA,"ALIVE","",15.261481190625,1.9635e-05,NA,NA,NA,343,TRUE
5,1,823,"ABBA","2010",840,"L","E",180,"S","FSLP",4,3,FALSE,1998,1.4,1.7,NA,NA,NA,"ALIVE","",15.261481190625,0.0001539384,NA,NA,NA,344,TRUE
5,1,824,"ABBA","2010",840,"L","E",180,"S","FSLP",4,2,FALSE,1998,3,2.8,NA,NA,NA,"ALIVE","",15.261481190625,0.00070686,NA,NA,NA,345,TRUE
5,1,825,"ABBA",NA,840,"L","E",180,"S","FSLP",4,3,FALSE,1998,1.9,1.3,NA,NA,NA,"ALIVE","",15.261481190625,0.0002835294,NA,NA,NA,346,FALSE
5,1,826,"ABBA",NA,840,"L","E",180,"S","FSLP",4,2,FALSE,1998,5.1,3.3,NA,NA,NA,"ALIVE","o",15.261481190625,0.0020428254,NA,NA,NA,347,FALSE
5,1,827,"ABBA",NA,840,"L","E",180,"S","FSLP",4,2,FALSE,1998,3.3,3,NA,NA,NA,"ALIVE","",15.261481190625,0.0008553006,NA,NA,NA,348,FALSE
5,1,828,"ABBA","2010",840,"L","E",180,"S","FSLP",5,2,FALSE,1998,0.5,1.5,NA,NA,NA,"ALIVE","",15.261481190625,1.9635e-05,NA,NA,NA,349,TRUE
5,1,829,"ABBA","2010",840,"L","E",180,"S","FSLP",5,4,FALSE,1998,1.7,2,NA,NA,NA,"ALIVE","",15.261481190625,0.0002269806,NA,NA,NA,350,TRUE
5,1,830,"ABBA",NA,840,"L","E",180,"S","FSLP",5,3,FALSE,1998,3.9,3.4,NA,NA,NA,"ALIVE","",15.261481190625,0.0011945934,NA,NA,NA,351,FALSE
5,1,831,"ABBA","2010",840,"L","E",180,"S","FSLP",5,2,FALSE,1998,0,1.2,NA,NA,NA,"ALIVE","",15.261481190625,0,NA,NA,NA,352,TRUE
5,1,832,"ABBA",NA,840,"L","E",180,"S","FSLP",4,2,FALSE,1998,5.8,4.1,NA,NA,NA,"ALIVE","o",15.261481190625,0.0026420856,NA,NA,NA,353,FALSE
5,1,900,"ABBA",NA,840,"L","E",180,"S","FSLP",5,5,FALSE,1998,3.6,2.9,NA,NA,NA,"ALIVE","",15.261481190625,0.0010178784,NA,NA,NA,355,FALSE
5,1,98901,"ACSP","2010",840,"L","E",180,"S","FSLP",1,2,FALSE,1998,0,1.2,NA,NA,NA,"ALIVE","o",15.261481190625,0,NA,NA,NA,376,TRUE
5,1,98907,"ABBA","2010",840,"L","E",180,"S","FSLP",5,3,FALSE,1998,0,1.2,NA,NA,NA,"ALIVE","",15.261481190625,0,NA,NA,NA,377,TRUE
5,1,98946,"ABBA","2010",840,"L","E",180,"S","FSLP",4,1,FALSE,1998,1,1.6,NA,NA,NA,"ALIVE","",15.261481190625,7.854e-05,NA,NA,NA,378,TRUE
5,1,98952,"ABBA",NA,840,"L","E",180,"S","FSLP",1,3,FALSE,1998,2.4,2.5,NA,NA,NA,"ALIVE","o",15.261481190625,0.0004523904,NA,NA,NA,379,FALSE
5,1,98955,"ABBA",NA,840,"L","E",180,"S","FSLP",5,4,FALSE,1998,4,3.1,NA,NA,NA,"ALIVE","",15.261481190625,0.00125664,NA,NA,NA,380,FALSE
5,1,98956,"ABBA",NA,840,"L","E",180,"S","FSLP",4,1,FALSE,1998,0,1.2,NA,NA,NA,"ALIVE","",15.261481190625,0,NA,NA,NA,381,FALSE
5,1,98957,"ABBA","2010",840,"L","E",180,"S","FSLP",5,1,FALSE,1998,0,1.2,NA,NA,NA,"ALIVE","",15.261481190625,0,NA,NA,NA,382,TRUE
5,1,98958,"ABBA",NA,840,"L","E",180,"S","FSLP",1,4,FALSE,1998,0,1.2,NA,NA,NA,"ALIVE","o",15.261481190625,0,NA,NA,NA,383,FALSE
5,1,98959,"ABBA","2010",840,"L","E",180,"S","FSLP",4,5,FALSE,1998,0,1.1,NA,NA,NA,"ALIVE","",15.261481190625,0,NA,NA,NA,384,TRUE
5,1,98967,"ABBA","2010",840,"L","E",180,"S","FSLP",5,4,FALSE,1998,0,1.1,NA,NA,NA,"ALIVE","",15.261481190625,0,NA,NA,NA,385,TRUE
5,1,98969,"ABBA",NA,840,"L","E",180,"S","FSLP",5,2,FALSE,1998,0,1.1,NA,NA,NA,"ALIVE","",15.261481190625,0,NA,NA,NA,386,FALSE
5,1,98970,"ABBA","2010",840,"L","E",180,"S","FSLP",1,4,FALSE,1998,1,1.9,NA,NA,NA,"ALIVE","o",15.261481190625,7.854e-05,NA,NA,NA,387,TRUE
5,1,98971,"ABBA","2010",840,"L","E",180,"S","FSLP",2,1,FALSE,1998,0.5,1.5,NA,NA,NA,"ALIVE","o",15.261481190625,1.9635e-05,NA,NA,NA,388,TRUE
5,1,98974,"ABBA",NA,840,"L","E",180,"S","FSLP",1,4,FALSE,1998,0,1.1,NA,NA,NA,"ALIVE","o",15.261481190625,0,NA,NA,NA,389,FALSE
5,1,98975,"ABBA",NA,840,"L","E",180,"S","FSLP",5,2,FALSE,1998,0,1.2,NA,NA,NA,"ALIVE","",15.261481190625,0,NA,NA,NA,390,FALSE
5,1,98976,"ABBA","2010",840,"L","E",180,"S","FSLP",1,1,FALSE,1998,0.5,1.4,NA,NA,NA,"ALIVE","o",15.261481190625,1.9635e-05,NA,NA,NA,391,TRUE
5,1,98996,"ABBA","2010",840,"L","E",180,"S","FSLP",1,1,FALSE,1998,0.5,1.6,NA,NA,NA,"ALIVE","o",15.261481190625,1.9635e-05,NA,NA,NA,392,TRUE
5,1,981000,"ABBA","2010",840,"L","E",180,"S","FSLP",2,3,FALSE,1998,0,1.2,NA,NA,NA,"ALIVE","o",15.261481190625,0,NA,NA,NA,393,TRUE
5,2,501,"PIRU",NA,840,"L","E",180,"S","FSLP",2,10,FALSE,1998,4.8,4.6,NA,NA,NA,"ALIVE","",15.261481190625,0.0018095616,NA,NA,NA,394,FALSE
5,2,502,"PIRU",NA,840,"L","E",180,"S","FSLP",4,6,FALSE,1998,3.3,2.4,NA,NA,NA,"ALIVE","",15.261481190625,0.0008553006,NA,NA,NA,395,FALSE
5,2,503,"ACSA",NA,840,"L","E",180,"S","FSLP",4,6,FALSE,1998,4.2,7.5,NA,NA,NA,"ALIVE","o",15.261481190625,0.0013854456,NA,NA,NA,396,FALSE
5,2,713,"PIRU",NA,840,"L","E",180,"S","FSLP",NA,NA,FALSE,1998,9.1,NA,0.0999999999999999,0.000133518,NA,"ALIVE","o",15.261481190625,0.0065038974,7.9,0.0049016814,NA,398,FALSE
5,2,725,"PIRU",NA,840,"L","E",180,"S","FSLP",NA,NA,FALSE,1998,10.3,NA,0.0333333333333334,5.28836e-05,NA,"ALIVE","o",15.261481190625,0.0083323086,9.9,0.0076977054,NA,399,FALSE
5,2,726,"PIRU",NA,840,"L","E",180,"S","FSLP",NA,NA,FALSE,1998,21.9,NA,0.0583333333333333,0.00019746265,NA,"ALIVE","d",15.261481190625,0.0376685694,21.2,0.0352990176,NA,400,FALSE
5,2,728,"ABBA",NA,840,"L","E",180,"S","FSLP",3,6,FALSE,1998,12.7,7.5,0.316666666666667,0.0005372136,0.26,"ALIVE","o",15.261481190625,0.0126677166,8.9,0.0062211534,4.38,401,FALSE
5,2,731,"PIRU",NA,840,"L","E",180,"S","FSLP",NA,NA,FALSE,1998,17.5,NA,0.3,0.0007398468,NA,"ALIVE","i",15.261481190625,0.024052875,13.9,0.0151747134,NA,402,FALSE
5,2,733,"BECO","2010",840,"L","E",180,"S","FSLP",5,8,FALSE,1998,14.5,11.701637357,0.108333333333333,0.00023568545,0.0251364464166666,"ALIVE","i",15.261481190625,0.016513035,13.2,0.0136848096,11.4,403,TRUE
5,2,734,"BECO",NA,840,"L","E",180,"S","FSLP",5,8,FALSE,1998,10.6,11.701637357,0.0916666666666666,0.00014470995,0.0251364464166666,"ALIVE","i",15.261481190625,0.0088247544,9.5,0.007088235,11.4,404,FALSE
5,2,746,"BECO",NA,840,"L","E",180,"S","FSLP",5,6,FALSE,1998,29.3,15.80133404,0.2,0.000882789600000001,0.191777836666667,"ALIVE","c",15.261481190625,0.0674258046,26.9,0.0568323294,13.5,405,FALSE
5,2,752,"BECO",NA,840,"L","E",180,"S","FSLP",1,8,FALSE,1998,25,13.532505787,0.291666666666667,0.00106519875,0.14437548225,"ALIVE","c",15.261481190625,0.0490875,21.5,0.036305115,11.8,406,FALSE
5,2,753,"ABBA",NA,840,"L","E",180,"S","FSLP",3,6,FALSE,1998,10,8.6,0.35,0.0004343262,0.325,"ALIVE","i",15.261481190625,0.007854,5.8,0.0026420856,4.7,407,FALSE
5,2,756,"BECO",NA,840,"L","E",180,"S","FSLP",3,6,FALSE,1998,15.8,13.357324732,0.15,0.0003510738,0.204777061,"ALIVE","c",15.261481190625,0.0196067256,14,0.01539384,10.9,408,FALSE
5,2,757,"ABBA",NA,840,"L","E",180,"S","FSLP",1,7,FALSE,1998,10.3,8.2,0.35,0.0004508196,0.306666666666667,"ALIVE","o",15.261481190625,0.0083323086,6.1,0.0029224734,4.52,409,FALSE
5,2,766,"PIRU",NA,840,"L","E",180,"S","FSLP",5,9,FALSE,1998,9.4,6.5,0.125,0.00016984275,-0.0425,"ALIVE","o",15.261481190625,0.0069397944,7.9,0.0049016814,7.01,411,FALSE
5,2,783,"ABBA",NA,840,"L","E",180,"S","FSLP",4,7,FALSE,1998,9.5,5.4,0.3,0.0003628548,0.100833333333333,"ALIVE","o",15.261481190625,0.007088235,5.9,0.0027339774,4.19,414,FALSE
5,2,784,"PIRU",NA,840,"L","E",180,"S","FSLP",3,10,FALSE,1998,24.8,17.077481622,0.308333333333333,0.00111153735,0.206456801833333,"ALIVE","c",15.261481190625,0.0483052416,21.1,0.0349667934,14.6,415,FALSE
5,2,786,"BECO",NA,840,"L","E",180,"S","FSLP",5,9,FALSE,1998,16.2,8.2,0.108333333333333,0.00026461435,-0.308333333333333,"ALIVE","i",15.261481190625,0.0206120376,14.9,0.0174366654,11.9,417,FALSE
5,2,793,"BECO",NA,840,"L","E",180,"S","FSLP",2,10,FALSE,1998,17.8,13.900275739,0.291666666666667,0.00073533075,0.108356311583333,"ALIVE","c",15.261481190625,0.0248846136,14.3,0.0160606446,12.6,418,FALSE
5,2,794,"PIRU",NA,840,"L","E",180,"S","FSLP",4,10,FALSE,1998,22.2,15.5,0.283333333333333,0.000912373,0.0166666666666666,"ALIVE","d",15.261481190625,0.0387076536,18.8,0.0277591776,15.3,419,FALSE
5,2,796,"BECO",NA,840,"L","E",180,"S","FSLP",5,9,FALSE,1998,18.5,13.6,0.141666666666667,0.00039276545,0.0583333333333333,"ALIVE","c",15.261481190625,0.026880315,16.8,0.0221671296,12.9,421,FALSE
5,2,802,"SOAM",NA,840,"L","E",180,"S","FSLP",2,7,FALSE,1998,0,1.1,NA,NA,NA,"ALIVE","",15.261481190625,0,NA,NA,NA,422,FALSE
5,2,98172,"ABBA",NA,840,"L","E",180,"S","FSLP",1,10,FALSE,1998,5,4,NA,NA,NA,"ALIVE","o",15.261481190625,0.0019635,NA,NA,NA,439,FALSE
5,2,98326,"ABBA","2010",840,"L","E",180,"S","FSLP",5,9,FALSE,1998,3.6,3.3,NA,NA,NA,"ALIVE","",15.261481190625,0.0010178784,NA,NA,NA,440,TRUE
5,2,98327,"ABBA",NA,840,"L","E",180,"S","FSLP",2,10,FALSE,1998,3.5,3.1,NA,NA,NA,"ALIVE","",15.261481190625,0.000962115,NA,NA,NA,441,FALSE
5,2,98328,"ABBA",NA,840,"L","E",180,"S","FSLP",3,10,FALSE,1998,3.3,3.1,NA,NA,NA,"ALIVE","",15.261481190625,0.0008553006,NA,NA,NA,442,FALSE
5,2,98329,"ABBA",NA,840,"L","E",180,"S","FSLP",2,9,FALSE,1998,4.7,4.2,NA,NA,NA,"ALIVE","",15.261481190625,0.0017349486,NA,NA,NA,443,FALSE
5,2,98331,"ABBA",NA,840,"L","E",180,"S","FSLP",1,9,FALSE,1998,2.6,2.5,NA,NA,NA,"ALIVE","",15.261481190625,0.0005309304,NA,NA,NA,444,FALSE
5,2,98333,"PIRU",NA,840,"L","E",180,"S","FSLP",4,8,FALSE,1998,0.5,1.9,NA,NA,NA,"ALIVE","",15.261481190625,1.9635e-05,NA,NA,NA,445,FALSE
5,2,98335,"ABBA",NA,840,"L","E",180,"S","FSLP",4,10,FALSE,1998,4.4,4.1,NA,NA,NA,"ALIVE","",15.261481190625,0.0015205344,NA,NA,NA,446,FALSE
5,2,98339,"ABBA","2010",840,"L","E",180,"S","FSLP",1,10,FALSE,1998,3.2,2.5,NA,NA,NA,"ALIVE","",15.261481190625,0.0008042496,NA,NA,NA,447,TRUE
5,2,98345,"ABBA","2010",840,"L","E",180,"S","FSLP",2,10,FALSE,1998,1.2,1.6,NA,NA,NA,"ALIVE","",15.261481190625,0.0001130976,NA,NA,NA,448,TRUE
5,2,98348,"ABBA",NA,840,"L","E",180,"S","FSLP",4,8,FALSE,1998,6.8,5.4,NA,NA,NA,"ALIVE","o",15.261481190625,0.0036316896,NA,NA,NA,449,FALSE
5,2,98358,"ABBA",NA,840,"L","E",180,"S","FSLP",3,10,FALSE,1998,4.7,3.2,NA,NA,NA,"ALIVE","",15.261481190625,0.0017349486,NA,NA,NA,450,FALSE
5,2,98368,"ABBA","2010",840,"L","E",180,"S","FSLP",4,10,FALSE,1998,0,1.2,NA,NA,NA,"ALIVE","",15.261481190625,0,NA,NA,NA,451,TRUE
5,2,98375,"ABBA","2010",840,"L","E",180,"S","FSLP",3,9,FALSE,1998,2.7,2,NA,NA,NA,"ALIVE","",15.261481190625,0.0005725566,NA,NA,NA,452,TRUE
5,2,98378,"ABBA","2010",840,"L","E",180,"S","FSLP",5,10,FALSE,1998,0,1.4,NA,NA,NA,"ALIVE","",15.261481190625,0,NA,NA,NA,453,TRUE
5,2,98379,"ABBA",NA,840,"L","E",180,"S","FSLP",2,8,FALSE,1998,7.7,5.5,NA,NA,NA,"ALIVE","o",15.261481190625,0.0046566366,NA,NA,NA,454,FALSE
5,2,98384,"ABBA","2010",840,"L","E",180,"S","FSLP",2,9,FALSE,1998,2,2.2,NA,NA,NA,"ALIVE","",15.261481190625,0.00031416,NA,NA,NA,455,TRUE
5,2,98386,"ABBA",NA,840,"L","E",180,"S","FSLP",4,8,FALSE,1998,6.2,4.2,NA,NA,NA,"ALIVE","o",15.261481190625,0.0030190776,NA,NA,NA,456,FALSE
5,2,98387,"ABBA",NA,840,"L","E",180,"S","FSLP",2,8,FALSE,1998,7.6,6.5,NA,NA,NA,"ALIVE","o",15.261481190625,0.0045364704,NA,NA,NA,457,FALSE
5,2,98391,"ABBA",NA,840,"L","E",180,"S","FSLP",4,9,FALSE,1998,7.4,5.7,NA,NA,NA,"ALIVE","o",15.261481190625,0.0043008504,NA,NA,NA,458,FALSE
5,2,98393,"ABBA",NA,840,"L","E",180,"S","FSLP",2,10,FALSE,1998,3.1,3.5,NA,NA,NA,"ALIVE","",15.261481190625,0.0007547694,NA,NA,NA,459,FALSE
5,2,98394,"ABBA",NA,840,"L","E",180,"S","FSLP",4,10,FALSE,1998,4.9,3.9,NA,NA,NA,"ALIVE","",15.261481190625,0.0018857454,NA,NA,NA,460,FALSE
5,2,98395,"ABBA","2010",840,"L","E",180,"S","FSLP",5,10,FALSE,1998,1.2,1.7,NA,NA,NA,"ALIVE","",15.261481190625,0.0001130976,NA,NA,NA,461,TRUE
5,2,98396,"ABBA","2010",840,"L","E",180,"S","FSLP",2,9,FALSE,1998,1.7,2.2,NA,NA,NA,"ALIVE","",15.261481190625,0.0002269806,NA,NA,NA,462,TRUE
5,2,98397,"ABBA","2010",840,"L","E",180,"S","FSLP",5,10,FALSE,1998,2.7,2.5,NA,NA,NA,"ALIVE","",15.261481190625,0.0005725566,NA,NA,NA,463,TRUE
5,2,98398,"ABBA",NA,840,"L","E",180,"S","FSLP",5,9,FALSE,1998,6,4.9,NA,NA,NA,"ALIVE","o",15.261481190625,0.00282744,NA,NA,NA,464,FALSE
5,2,98400,"ABBA","2010",840,"L","E",180,"S","FSLP",1,10,FALSE,1998,3.3,2.5,NA,NA,NA,"ALIVE","",15.261481190625,0.0008553006,NA,NA,NA,465,TRUE
5,2,98963,"ABBA",NA,840,"L","E",180,"S","FSLP",5,6,FALSE,1998,4.8,3.8,NA,NA,NA,"ALIVE","",15.261481190625,0.0018095616,NA,NA,NA,466,FALSE
5,3,721,"ABBA",NA,840,"L","E",180,"S","FSLP",7,7,FALSE,1998,7.5,6.9,0.2,0.0001979208,0.211666666666667,"ALIVE","o",15.261481190625,0.004417875,5.1,0.0020428254,4.36,467,FALSE
5,3,754,"ABBA",NA,840,"L","E",180,"S","FSLP",8,9,FALSE,1998,8,6.3,0.2,0.0002136288,0.0358333333333333,"ALIVE","o",15.261481190625,0.00502656,5.6,0.0024630144,5.87,469,FALSE
5,3,755,"ABBA",NA,840,"L","E",180,"S","FSLP",6,10,FALSE,1998,8.3,7,0.191666666666667,0.00021526505,0.209166666666667,"ALIVE","o",15.261481190625,0.0054106206,6,0.00282744,4.49,470,FALSE
5,3,761,"ABBA",NA,840,"L","E",180,"S","FSLP",8,10,FALSE,1998,8.4,5.9,0.15,0.000176715,0.100833333333333,"ALIVE","o",15.261481190625,0.0055417824,6.6,0.0034212024,4.69,471,FALSE
5,3,762,"ABBA",NA,840,"L","E",180,"S","FSLP",7,8,FALSE,1998,9.2,7.4,0.183333333333333,0.0002332638,0.229166666666667,"ALIVE","o",15.261481190625,0.0066476256,7,0.00384846,4.65,472,FALSE
5,3,764,"ABBA",NA,840,"L","E",180,"S","FSLP",8,6,FALSE,1998,23.1,13.7,0.241666666666667,0.000821855650000001,0.325833333333333,"ALIVE","o",15.261481190625,0.0419097294,20.2,0.0320474616,9.79,473,FALSE
5,3,770,"PIRU",NA,840,"L","E",180,"S","FSLP",9,8,FALSE,1998,30,18.065432306,0.0500000000000001,0.0002332638,0.2387860255,"ALIVE","d",15.261481190625,0.070686,29.4,0.0678868344,15.2,474,FALSE
5,3,789,"ABBA","2010",840,"L","E",180,"S","FSLP",6,8,FALSE,1998,31.6,12.4,0.0750000000000002,0.000366978150000001,-0.216666666666667,"ALIVE","i",15.261481190625,0.0784269024,30.7,0.0740231646,15,476,TRUE
5,3,790,"ABBA",NA,840,"L","E",180,"S","FSLP",8,8,FALSE,1998,9.4,7.6,0.133333333333333,0.0001801184,0.150833333333333,"ALIVE","o",15.261481190625,0.0069397944,7.8,0.0047783736,5.79,477,FALSE
5,3,791,"SOAM","2010",840,"L","E",180,"S","FSLP",8,9,FALSE,1998,17,11.5,0.325,0.00076831755,0.108333333333333,"ALIVE","c",15.261481190625,0.02269806,13.1,0.0134782494,10.2,478,TRUE
5,3,792,"ABBA",NA,840,"L","E",180,"S","FSLP",8,10,FALSE,1998,13,9.1,0.291666666666667,0.00051541875,0.2275,"ALIVE","o",15.261481190625,0.01327326,9.5,0.007088235,6.37,479,FALSE
5,3,98904,"ABBA",NA,840,"L","E",180,"S","FSLP",9,6,FALSE,1998,4.8,3.3,NA,NA,NA,"ALIVE","",15.261481190625,0.0018095616,NA,NA,NA,486,FALSE
5,3,98905,"ABBA","2010",840,"L","E",180,"S","FSLP",9,8,FALSE,1998,3.9,4.5,NA,NA,NA,"ALIVE","",15.261481190625,0.0011945934,NA,NA,NA,487,TRUE
5,3,98906,"ABBA","2010",840,"L","E",180,"S","FSLP",9,8,FALSE,1998,2.2,2.7,NA,NA,NA,"ALIVE","",15.261481190625,0.0003801336,NA,NA,NA,488,TRUE
5,3,98908,"ABBA","2010",840,"L","E",180,"S","FSLP",9,6,FALSE,1998,3,2.9,NA,NA,NA,"ALIVE","",15.261481190625,0.00070686,NA,NA,NA,489,TRUE
5,3,98909,"ACSP","2010",840,"L","E",180,"S","FSLP",8,8,FALSE,1998,2.9,3.7,NA,NA,NA,"ALIVE","",15.261481190625,0.0006605214,NA,NA,NA,490,TRUE
5,3,98910,"ABBA",NA,840,"L","E",180,"S","FSLP",9,8,FALSE,1998,6,5,NA,NA,NA,"ALIVE","o",15.261481190625,0.00282744,NA,NA,NA,491,FALSE
5,3,98911,"ABBA",NA,840,"L","E",180,"S","FSLP",9,9,FALSE,1998,3.6,4.2,NA,NA,NA,"ALIVE","",15.261481190625,0.0010178784,NA,NA,NA,492,FALSE
5,3,98912,"ABBA","2010",840,"L","E",180,"S","FSLP",8,7,FALSE,1998,1.5,1.9,NA,NA,NA,"ALIVE","",15.261481190625,0.000176715,NA,NA,NA,493,TRUE
5,3,98913,"ABBA","2010",840,"L","E",180,"S","FSLP",9,8,FALSE,1998,2.3,2,NA,NA,NA,"ALIVE","",15.261481190625,0.0004154766,NA,NA,NA,494,TRUE
5,3,98914,"ABBA","2010",840,"L","E",180,"S","FSLP",7,7,FALSE,1998,2.8,2.2,NA,NA,NA,"ALIVE","",15.261481190625,0.0006157536,NA,NA,NA,495,TRUE
5,3,98915,"ABBA",NA,840,"L","E",180,"S","FSLP",8,9,FALSE,1998,4.3,3.7,NA,NA,NA,"ALIVE","",15.261481190625,0.0014522046,NA,NA,NA,496,FALSE
5,3,98916,"ABBA","2010",840,"L","E",180,"S","FSLP",8,8,FALSE,1998,1,1.5,NA,NA,NA,"ALIVE","",15.261481190625,7.854e-05,NA,NA,NA,497,TRUE
5,3,98917,"ABBA","2010",840,"L","E",180,"S","FSLP",8,7,FALSE,1998,2,2.5,NA,NA,NA,"ALIVE","",15.261481190625,0.00031416,NA,NA,NA,498,TRUE
5,3,98918,"ABBA",NA,840,"L","E",180,"S","FSLP",9,7,FALSE,1998,5.2,4.7,NA,NA,NA,"ALIVE","o",15.261481190625,0.0021237216,NA,NA,NA,499,FALSE
5,3,98919,"ABBA","2010",840,"L","E",180,"S","FSLP",10,9,FALSE,1998,0.5,1.3,NA,NA,NA,"ALIVE","",15.261481190625,1.9635e-05,NA,NA,NA,500,TRUE
5,3,98920,"ABBA","2010",840,"L","E",180,"S","FSLP",10,8,FALSE,1998,0.5,1.5,NA,NA,NA,"ALIVE","",15.261481190625,1.9635e-05,NA,NA,NA,501,TRUE
5,3,98921,"ABBA","2010",840,"L","E",180,"S","FSLP",10,8,FALSE,1998,1.9,2,NA,NA,NA,"ALIVE","",15.261481190625,0.0002835294,NA,NA,NA,502,TRUE
5,3,98923,"ABBA","2010",840,"L","E",180,"S","FSLP",10,9,FALSE,1998,2.6,2.1,NA,NA,NA,"ALIVE","",15.261481190625,0.0005309304,NA,NA,NA,503,TRUE
5,3,98924,"ABBA",NA,840,"L","E",180,"S","FSLP",10,9,FALSE,1998,8.1,6.9,NA,NA,NA,"ALIVE","o",15.261481190625,0.0051530094,NA,NA,NA,504,FALSE
5,3,98927,"ABBA","2010",840,"L","E",180,"S","FSLP",10,8,FALSE,1998,0,1.3,NA,NA,NA,"ALIVE","",15.261481190625,0,NA,NA,NA,505,TRUE
5,3,98928,"ABBA",NA,840,"L","E",180,"S","FSLP",7,7,FALSE,1998,2.8,2.8,NA,NA,NA,"ALIVE","",15.261481190625,0.0006157536,NA,NA,NA,506,FALSE
5,3,98929,"ABBA","2010",840,"L","E",180,"S","FSLP",10,6,FALSE,1998,2,1.9,NA,NA,NA,"ALIVE","",15.261481190625,0.00031416,NA,NA,NA,507,TRUE
5,3,98930,"ABBA","2010",840,"L","E",180,"S","FSLP",10,8,FALSE,1998,1,1.7,NA,NA,NA,"ALIVE","",15.261481190625,7.854e-05,NA,NA,NA,508,TRUE
5,3,98931,"ABBA",NA,840,"L","E",180,"S","FSLP",10,7,FALSE,1998,6.7,4.6,NA,NA,NA,"ALIVE","o",15.261481190625,0.0035256606,NA,NA,NA,509,FALSE
5,3,98934,"ABBA","2010",840,"L","E",180,"S","FSLP",8,10,FALSE,1998,1.5,2.2,NA,NA,NA,"ALIVE","",15.261481190625,0.000176715,NA,NA,NA,510,TRUE
5,3,98935,"ABBA",NA,840,"L","E",180,"S","FSLP",9,6,FALSE,1998,6.3,5.2,NA,NA,NA,"ALIVE","o",15.261481190625,0.0031172526,NA,NA,NA,511,FALSE
5,3,98936,"ABBA",NA,840,"L","E",180,"S","FSLP",7,10,FALSE,1998,4.2,3.1,NA,NA,NA,"ALIVE","",15.261481190625,0.0013854456,NA,NA,NA,512,FALSE
5,3,98938,"ABBA",NA,840,"L","E",180,"S","FSLP",9,8,FALSE,1998,4.5,3.9,NA,NA,NA,"ALIVE","",15.261481190625,0.001590435,NA,NA,NA,513,FALSE
5,3,98939,"ABBA",NA,840,"L","E",180,"S","FSLP",10,8,FALSE,1998,7.1,4.7,NA,NA,NA,"ALIVE","o",15.261481190625,0.0039592014,NA,NA,NA,514,FALSE
5,3,98942,"ABBA",NA,840,"L","E",180,"S","FSLP",6,8,FALSE,1998,6.1,5.4,NA,NA,NA,"ALIVE","o",15.261481190625,0.0029224734,NA,NA,NA,515,FALSE
5,3,98948,"PIRU",NA,840,"L","E",180,"S","FSLP",NA,NA,FALSE,1998,7.2,NA,NA,NA,NA,"ALIVE","o",15.261481190625,0.0040715136,NA,NA,NA,516,FALSE
5,3,98962,"ABBA",NA,840,"L","E",180,"S","FSLP",8,7,FALSE,1998,5.4,3.9,NA,NA,NA,"ALIVE","o",15.261481190625,0.0022902264,NA,NA,NA,517,FALSE
