"","pplot","splot","tag","spec","yrmort","elev","elevcl","aspcl","asp","soilcl","slopcl","bqudx","bqudy","meas87","p98dbh","p98ht","p10dbh","p10ht","time","nsumba.1","nsumba.2","nsumba.3","nsumba5.1","nsumba5.2","nsumba5.3","nsumbabig.1","nsumbabig.2","nsumbabig.3","dbh","ht","dbhgrowth","bagrowth","htgrowth","stat","cpos","ch","ba","id","mort"
"1815.1986",10,2,39,"PIRU","1986",1017,"M","E",90,"H","BSLP",1,6,FALSE,NA,NA,NA,NA,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,12.2,NA,NA,NA,"DEAD",NA,13.6511542670769,0.036305115,1815,TRUE
"1816.1986",10,2,42,"BECO",NA,1017,"M","E",90,"H","BSLP",1,7,FALSE,TRUE,TRUE,TRUE,NA,1986,0,NA,NA,0,NA,NA,0,NA,NA,22.7,13.1,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0404708766,1816,FALSE
"1817.1986",10,2,43,"PIRU","1986",1017,"M","E",90,"H","BSLP",3,7,FALSE,NA,NA,NA,NA,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,6.54,NA,NA,NA,"DEAD",NA,13.6511542670769,0.0055417824,1817,TRUE
"1818.1986",10,2,49,"BECO",NA,1017,"M","E",90,"H","BSLP",3,10,FALSE,TRUE,TRUE,TRUE,NA,1986,0.0072382464,NA,NA,0.0072382464,NA,NA,0.0072382464,NA,NA,7.1,9.52,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0039592014,1818,FALSE
"1819.1986",10,2,68,"ABBA",NA,1017,"M","E",90,"H","BSLP",4,8,FALSE,TRUE,TRUE,TRUE,NA,1986,0,0.2207806524,0.4076194584,0,0.2207806524,0.4076194584,0,0.1902961368,0.3095017926,10.7,6.61,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0089920446,1819,FALSE
"1820.1986",10,2,81,"BEAL","1998",1017,"M","E",90,"H","BSLP",4,7,FALSE,TRUE,NA,NA,NA,1986,0.0089920446,0.1690157238,0.3196758642,0.0089920446,0.1690157238,0.3196758642,0,0,0.077931315,30.5,12.9,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.073061835,1820,TRUE
"1821.1986",10,2,94,"BECO","1986",1017,"M","E",90,"H","BSLP",2,8,FALSE,NA,NA,NA,NA,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,5.63,NA,NA,NA,"DEAD",NA,13.6511542670769,0.0024630144,1821,TRUE
"1822.1986",10,2,96,"ABBA","2010",1017,"M","E",90,"H","BSLP",5,10,FALSE,TRUE,FALSE,NA,NA,1986,0.0256951464,NA,NA,0.0256951464,NA,NA,0.022273944,NA,NA,8.3,8.57,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0054106206,1822,TRUE
"1823.1986",10,2,97,"ABBA",NA,1017,"M","E",90,"H","BSLP",3,8,FALSE,TRUE,TRUE,TRUE,NA,1986,0,0.133612248,0.3520406274,0,0.133612248,0.3520406274,0,0.1217746992,0.3137625876,9.3,6.37,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0067929246,1823,FALSE
"1824.1986",10,2,206,"ABBA",NA,1017,"M","E",90,"H","BSLP",3,7,FALSE,TRUE,TRUE,TRUE,NA,1986,0.0219040206,0.1469145678,0.3133722438,0.0219040206,0.1469145678,0.3133722438,0.0219040206,0.1401216432,0.2870369964,10.6,6.73,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0088247544,1824,FALSE
"1825.1986",10,2,219,"ABBA",NA,1017,"M","E",90,"H","BSLP",1,9,FALSE,TRUE,TRUE,TRUE,NA,1986,0,NA,NA,0,NA,NA,0,NA,NA,5.7,3.49,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0025517646,1825,FALSE
"1826.1986",10,2,221,"BECO",NA,1017,"M","E",90,"H","BSLP",5,9,FALSE,TRUE,TRUE,TRUE,NA,1986,0,0.2102602194,NA,0,0.2102602194,NA,0,0.1999950414,NA,8.1,8.5,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0051530094,1826,FALSE
"1827.1986",10,2,224,"ABBA",NA,1017,"M","E",90,"H","BSLP",5,8,FALSE,TRUE,TRUE,TRUE,NA,1986,0.0235062366,0.2450777868,0.4047472506,0.0235062366,0.2450777868,0.4047472506,0,0.18240915,0.18240915,20,15.5,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.031416,1827,FALSE
"1828.1986",10,2,226,"BECO","2010",1017,"M","E",90,"H","BSLP",3,9,FALSE,TRUE,FALSE,NA,NA,1986,0.0060821376,0.0496278552,NA,0.0060821376,0.0496278552,NA,0.0060821376,0.0475041336,NA,6.8,8.21,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0036316896,1828,TRUE
"1829.1986",10,2,242,"ABBA",NA,1017,"M","E",90,"H","BSLP",4,10,FALSE,TRUE,TRUE,TRUE,NA,1986,0.0084948864,NA,NA,0.0084948864,NA,NA,0.0084948864,NA,NA,8.7,6.88,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0059446926,1829,FALSE
"1830.1986",10,2,243,"ABBA","2010",1017,"M","E",90,"H","BSLP",5,7,FALSE,TRUE,TRUE,NA,NA,1986,0,0.1731398592,0.391781082,0,0.1731398592,0.391781082,0,0.104477835,0.18240915,20,16.1,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.031416,1830,TRUE
"1831.1986",10,2,257,"BECO",NA,1017,"M","E",90,"H","BSLP",5,10,FALSE,TRUE,TRUE,TRUE,NA,1986,0.0170031246,NA,NA,0.0170031246,NA,NA,0,NA,NA,13.4,11.5,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0141026424,1831,FALSE
"1832.1986",10,2,262,"PIRU",NA,1017,"M","E",90,"H","BSLP",3,7,FALSE,FALSE,TRUE,TRUE,NA,1986,0.0088247544,0.1338353016,0.3002929776,0.0088247544,0.1338353016,0.3002929776,0,0.1002335334,0.2270426466,16.7,12.4,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0219040206,1832,FALSE
"1833.1986",10,2,275,"BECO","1986",1017,"M","E",90,"H","BSLP",3,8,FALSE,NA,NA,NA,NA,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,5.45,NA,NA,NA,"DEAD",NA,13.6511542670769,0.0047783736,1833,TRUE
"1834.1986",10,2,282,"ABBA",NA,1017,"M","E",90,"H","BSLP",2,9,FALSE,TRUE,TRUE,TRUE,NA,1986,0,0.0302559642,NA,0,0.0302559642,NA,0,0.0302559642,NA,5.2,3.47,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0021237216,1834,FALSE
"1835.1986",10,2,283,"BECO","1998",1017,"M","E",90,"H","BSLP",5,10,FALSE,NA,NA,NA,NA,1986,0.0276845646,NA,NA,0.0276845646,NA,NA,0.0276845646,NA,NA,6.6,8.42,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0034212024,1835,TRUE
"1836.1986",10,2,285,"BECO",NA,1017,"M","E",90,"H","BSLP",4,10,FALSE,TRUE,TRUE,TRUE,NA,1986,0.0059446926,NA,NA,0.0059446926,NA,NA,0,NA,NA,10.4,9.55,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0084948864,1836,FALSE
"1837.1986",10,2,511,"PIRU","1998",1017,"M","E",90,"H","BSLP",5,8,FALSE,FALSE,NA,NA,NA,1986,0.031416,0.2529875502,0.412657014,0.031416,0.2529875502,0.412657014,0.031416,0.21382515,0.2409968484,17.3,12.9,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0235062366,1837,TRUE
"1838.1986",10,2,613,"ABBA",NA,1017,"M","E",90,"H","BSLP",5,10,FALSE,TRUE,TRUE,TRUE,NA,1986,0.0229344654,NA,NA,0.0229344654,NA,NA,0.0141026424,NA,NA,10.2,7.12,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0081713016,1838,FALSE
"1839.1986",10,2,623,"ABBA",NA,1017,"M","E",90,"H","BSLP",3,10,FALSE,TRUE,TRUE,TRUE,NA,1986,0.0039592014,NA,NA,0.0039592014,NA,NA,0,NA,NA,9.6,6.06,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0072382464,1839,FALSE
"1840.1986",10,2,656,"ABBA","1986",1017,"M","E",90,"H","BSLP",2,6,FALSE,FALSE,NA,NA,NA,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,3.08,NA,NA,NA,"DEAD",NA,13.6511542670769,0.0030190776,1840,TRUE
"1841.1986",10,2,792,"PIRU",NA,1017,"M","E",90,"H","BSLP",4,6,FALSE,TRUE,FALSE,TRUE,NA,1986,0,0.1643048946,0.3344790834,0,0.1643048946,0.3344790834,0,0.104477835,0.164246775,18.6,13.8,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0271716984,1841,FALSE
"1854.1986",10,2,1670,"PIRU","1986",1017,"M","E",90,"H","BSLP",3,6,FALSE,NA,NA,NA,NA,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2,9.17,NA,NA,NA,"DEAD",NA,13.6511542670769,0.0320474616,1854,TRUE
"1889.1986",10,3,6,"ABBA",NA,1017,"M","E",90,"H","BSLP",6,10,FALSE,TRUE,TRUE,TRUE,TRUE,1986,0.0035256606,NA,NA,0.0035256606,NA,NA,0.0035256606,NA,NA,6.5,4.41,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.003318315,1889,FALSE
"1890.1986",10,3,10,"BECO","1998",1017,"M","E",90,"H","BSLP",10,9,FALSE,FALSE,NA,NA,NA,1986,0.023707299,NA,NA,0.023707299,NA,NA,0.023707299,NA,NA,5.1,9.22,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0020428254,1890,TRUE
"1891.1986",10,3,12,"ABBA","1998",1017,"M","E",90,"H","BSLP",6,10,FALSE,NA,NA,NA,NA,1986,0.003318315,NA,NA,0.003318315,NA,NA,0,NA,NA,6.7,6.43,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0035256606,1891,TRUE
"1892.1986",10,3,13,"BECO","1998",1017,"M","E",90,"H","BSLP",8,7,FALSE,TRUE,NA,NA,NA,1986,0.0168994518,0.1568278866,0.4754175426,0.0168994518,0.1568278866,0.4754175426,0.0168994518,0.1543648722,0.458913147,7.1,7.14,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0039592014,1892,TRUE
"1893.1986",10,3,16,"ABBA",NA,1017,"M","E",90,"H","BSLP",9,9,FALSE,TRUE,TRUE,TRUE,TRUE,1986,0.0562283568,0.1804126632,NA,0.0562283568,0.1804126632,NA,0.04720254,0.1426789056,NA,8.7,8.06,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0059446926,1893,FALSE
"1894.1986",10,3,17,"BECO","1998",1017,"M","E",90,"H","BSLP",9,9,FALSE,FALSE,NA,NA,NA,1986,0.056364231,0.1805485374,NA,0.056364231,0.1805485374,NA,0.0531472326,0.1486235982,NA,8.6,8.45,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0058088184,1894,TRUE
"1895.1986",10,3,19,"BECO",NA,1017,"M","E",90,"H","BSLP",8,6,FALSE,TRUE,FALSE,TRUE,FALSE,1986,0.022859067,0.161984823,0.353241504,0.022859067,0.161984823,0.353241504,0,0.0680926092,0.1665110832,14.3,12.4,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0160606446,1895,FALSE
"1896.1986",10,3,20,"ABBA",NA,1017,"M","E",90,"H","BSLP",9,8,FALSE,TRUE,TRUE,TRUE,FALSE,1986,0.044053086,0.201042765,NA,0.044053086,0.201042765,NA,0.035645379,0.112712754,NA,11.6,7.95,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0105683424,1896,FALSE
"1897.1986",10,3,21,"BECO",NA,1017,"M","E",90,"H","BSLP",8,7,FALSE,TRUE,TRUE,TRUE,FALSE,1986,0.0139188588,0.1538472936,0.4724369496,0.0139188588,0.1538472936,0.4724369496,0,0.1315207278,0.4020132732,9.4,9.63,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0069397944,1897,FALSE
"1898.1986",10,3,22,"ABBA",NA,1017,"M","E",90,"H","BSLP",6,9,FALSE,TRUE,FALSE,TRUE,FALSE,1986,0.085785315,0.188963313,NA,0.085785315,0.188963313,NA,0.077931315,0.1551274956,NA,10.2,7.52,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0081713016,1898,FALSE
"1899.1986",10,3,23,"ABBA","1998",1017,"M","E",90,"H","BSLP",9,8,FALSE,FALSE,NA,NA,NA,1986,0.052158414,0.209148093,NA,0.052158414,0.209148093,NA,0.052158414,0.2071052676,NA,5.6,6.3,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0024630144,1899,TRUE
"1900.1986",10,3,27,"BECO",NA,1017,"M","E",90,"H","BSLP",10,9,FALSE,TRUE,FALSE,TRUE,TRUE,1986,0.016073211,NA,NA,0.016073211,NA,NA,0,NA,NA,11.1,12.4,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0096769134,1900,FALSE
"1901.1986",10,3,28,"BECO","1998",1017,"M","E",90,"H","BSLP",9,8,FALSE,FALSE,NA,NA,NA,1986,0.0486767358,0.2056664148,NA,0.0486767358,0.2056664148,NA,0.0462137214,0.1540137984,NA,8.7,10.2,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0059446926,1901,TRUE
"1902.1986",10,3,29,"BECO",NA,1017,"M","E",90,"H","BSLP",9,9,FALSE,TRUE,TRUE,TRUE,FALSE,1986,0.0425663238,0.1667506302,NA,0.0425663238,0.1667506302,NA,0,0,NA,15.8,13.3,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0196067256,1902,FALSE
"1903.1986",10,3,30,"BECO",NA,1017,"M","E",90,"H","BSLP",9,9,FALSE,TRUE,FALSE,TRUE,TRUE,1986,0.0508632894,0.1750475958,NA,0.0508632894,0.1750475958,NA,0.03589278,0.071538159,NA,12,13.3,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.01130976,1903,FALSE
"1904.1986",10,3,37,"ABBA",NA,1017,"M","E",90,"H","BSLP",7,7,FALSE,TRUE,TRUE,TRUE,TRUE,1986,0,0.0674760702,0.4910697792,0,0.0674760702,0.4910697792,0,0.030587403,0.4027429098,10.6,7.88,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0088247544,1904,FALSE
"1905.1986",10,3,50,"ABBA",NA,1017,"M","E",90,"H","BSLP",8,10,FALSE,TRUE,TRUE,TRUE,TRUE,1986,0,NA,NA,0,NA,NA,0,NA,NA,10.6,7.52,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0088247544,1905,FALSE
"1906.1986",10,3,51,"ABBA",NA,1017,"M","E",90,"H","BSLP",6,9,FALSE,TRUE,TRUE,TRUE,FALSE,1986,0.0160253016,0.1192032996,NA,0.0160253016,0.1192032996,NA,0,0,NA,31.5,11.4,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.077931315,1906,FALSE
"1907.1986",10,3,53,"ABBA",NA,1017,"M","E",90,"H","BSLP",8,7,FALSE,TRUE,TRUE,TRUE,TRUE,1986,0.0164407782,0.156369213,0.474958869,0.0164407782,0.156369213,0.474958869,0.0124815768,0.1499469972,0.4425053556,7.5,6.95,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.004417875,1907,FALSE
"1908.1986",10,3,54,"ABBA","2010",1017,"M","E",90,"H","BSLP",6,9,FALSE,TRUE,TRUE,NA,NA,1986,0.0861026166,0.1892806146,NA,0.0861026166,0.1892806146,NA,0.0861026166,0.1632987972,NA,10,6.22,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.007854,1908,TRUE
"1909.1986",10,3,58,"BECO",NA,1017,"M","E",90,"H","BSLP",9,8,FALSE,TRUE,FALSE,TRUE,FALSE,1986,0.038335374,0.195325053,NA,0.038335374,0.195325053,NA,0.0193593246,0.0851169396,NA,14.4,14.3,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0162860544,1909,FALSE
"1910.1986",10,3,59,"BECO",NA,1017,"M","E",90,"H","BSLP",9,8,FALSE,TRUE,FALSE,TRUE,TRUE,1986,0.0352621038,0.1922517828,NA,0.0352621038,0.1922517828,NA,0,0.0494715606,NA,15.7,15,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0193593246,1910,FALSE
"1911.1986",10,3,60,"PIRU",NA,1017,"M","E",90,"H","BSLP",7,10,FALSE,TRUE,TRUE,TRUE,FALSE,1986,0,NA,NA,0,NA,NA,0,NA,NA,8.1,5.57,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0051530094,1911,FALSE
"1912.1986",10,3,64,"BECO","2010",1017,"M","E",90,"H","BSLP",10,8,FALSE,TRUE,TRUE,NA,NA,1986,0.0094821342,NA,NA,0.0094821342,NA,NA,0.0054106206,NA,NA,7.9,10.5,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0049016814,1912,TRUE
"1913.1986",10,3,65,"BECO",NA,1017,"M","E",90,"H","BSLP",9,9,FALSE,TRUE,FALSE,TRUE,TRUE,1986,0.045886995,0.1700713014,NA,0.045886995,0.1700713014,NA,0.0196067256,0.0552521046,NA,14.4,13.8,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0162860544,1913,FALSE
"1914.1986",10,3,66,"BECO","1988",1017,"M","E",90,"H","BSLP",9,9,FALSE,NA,NA,NA,NA,1986,0.058956051,0.1831403574,NA,0.058956051,0.1831403574,NA,0.058956051,0.175992432,NA,6.4,9.49,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0032169984,1914,TRUE
"1915.1986",10,3,69,"ABBA",NA,1017,"M","E",90,"H","BSLP",8,7,FALSE,TRUE,TRUE,TRUE,TRUE,1986,0.0153168708,0.1552453056,0.4738349616,0.0153168708,0.1552453056,0.4738349616,0.0069397944,0.1444052148,0.4266512712,8.4,6.03,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0055417824,1915,FALSE
"1916.1986",10,3,70,"ABBA",NA,1017,"M","E",90,"H","BSLP",10,8,FALSE,TRUE,TRUE,TRUE,TRUE,1986,0.010312302,NA,NA,0.010312302,NA,NA,0.010312302,NA,NA,7.2,6.79,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0040715136,1916,FALSE
"1917.1986",10,3,71,"BECO","1998",1017,"M","E",90,"H","BSLP",10,10,FALSE,FALSE,NA,NA,NA,1986,0.0166449822,NA,NA,0.0166449822,NA,NA,0.0166449822,NA,NA,7.1,9.26,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0039592014,1917,TRUE
"1918.1986",10,3,72,"BECO","1988",1017,"M","E",90,"H","BSLP",10,9,FALSE,NA,NA,NA,NA,1986,0.0231080388,NA,NA,0.0231080388,NA,NA,0.0210652134,NA,NA,5.8,6.54,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0026420856,1918,TRUE
"1919.1986",10,3,79,"BECO","1998",1017,"M","E",90,"H","BSLP",10,7,FALSE,FALSE,NA,NA,NA,1986,0,NA,NA,0,NA,NA,0,NA,NA,7.1,9.3,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0039592014,1919,TRUE
"1920.1986",10,3,80,"PIRU","1998",1017,"M","E",90,"H","BSLP",10,9,FALSE,FALSE,NA,NA,NA,1986,0.022533126,NA,NA,0.022533126,NA,NA,0.017848215,NA,NA,6.4,4.54,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0032169984,1920,TRUE
"1921.1986",10,3,82,"BECO","1998",1017,"M","E",90,"H","BSLP",7,6,FALSE,FALSE,NA,NA,NA,1986,0,0.1310408484,0.3984184974,0,0.1310408484,0.3984184974,0,0.1101821952,0.33874302,9.9,7.67,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0076977054,1921,TRUE
"1922.1986",10,3,83,"ABBA",NA,1017,"M","E",90,"H","BSLP",8,6,FALSE,TRUE,TRUE,TRUE,TRUE,1986,0.030587403,0.169713159,0.36096984,0.030587403,0.169713159,0.36096984,0.030587403,0.1342751256,0.2709527898,10.3,7.56,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0083323086,1922,FALSE
"1923.1986",10,3,85,"BECO",NA,1017,"M","E",90,"H","BSLP",9,7,FALSE,TRUE,TRUE,TRUE,FALSE,1986,0,0.1596231252,NA,0,0.1596231252,NA,0,0,NA,19.5,14,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.029864835,1923,FALSE
"1924.1986",10,3,87,"ABBA","1998",1017,"M","E",90,"H","BSLP",10,6,FALSE,NA,NA,NA,NA,1986,0,NA,NA,0,NA,NA,0,NA,NA,18.5,12.8,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.026880315,1924,TRUE
"1925.1986",10,3,88,"BECO",NA,1017,"M","E",90,"H","BSLP",8,6,FALSE,TRUE,TRUE,TRUE,FALSE,1986,0.0243929532,0.1635187092,0.3547753902,0.0243929532,0.1635187092,0.3547753902,0.0160606446,0.0841532538,0.1981862652,13.6,11.5,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0145267584,1925,FALSE
"1926.1986",10,3,89,"ABBA",NA,1017,"M","E",90,"H","BSLP",10,9,FALSE,TRUE,TRUE,TRUE,TRUE,1986,0.0175788228,NA,NA,0.0175788228,NA,NA,0.0096769134,NA,NA,10.2,8.72,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0081713016,1926,FALSE
"1927.1986",10,3,93,"ABBA",NA,1017,"M","E",90,"H","BSLP",10,10,FALSE,TRUE,TRUE,TRUE,FALSE,1986,0.010752126,NA,NA,0.010752126,NA,NA,0,NA,NA,11.2,8,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0098520576,1927,FALSE
"1928.1986",10,3,95,"ABBA",NA,1017,"M","E",90,"H","BSLP",10,8,FALSE,TRUE,TRUE,TRUE,TRUE,1986,0.008973195,NA,NA,0.008973195,NA,NA,0,NA,NA,8.3,7.44,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0054106206,1928,FALSE
"1929.1986",10,3,100,"BECO","1998",1017,"M","E",90,"H","BSLP",10,10,FALSE,FALSE,NA,NA,NA,1986,0.013811259,NA,NA,0.013811259,NA,NA,0.0098520576,NA,NA,9.3,7.2,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0067929246,1929,TRUE
"1974.1986",10,4,2,"BECO",NA,1017,"M","E",90,"H","BSLP",6,3,FALSE,TRUE,TRUE,FALSE,NA,1986,0,0.128950899,0.4148812668,0,0.128950899,0.4148812668,0,0.1056897072,0.361311489,8.2,9.34,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0052810296,1974,FALSE
"1975.1986",10,4,25,"BECO","2010",1017,"M","E",90,"H","BSLP",8,5,FALSE,TRUE,FALSE,NA,NA,1986,0.0141026424,0.1414332612,0.3935113182,0.0141026424,0.1414332612,0.3935113182,0.0141026424,0.0829178196,0.237642405,12.7,13.5,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0126677166,1975,TRUE
"1976.1986",10,4,73,"BECO",NA,1017,"M","E",90,"H","BSLP",6,4,FALSE,TRUE,FALSE,TRUE,NA,1986,0.0156145374,0.0783483624,0.4043765418,0.0156145374,0.0783483624,0.4043765418,0,0.0196067256,0.1629202344,14.4,13.3,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0162860544,1976,FALSE
"1977.1986",10,4,254,"BECO","1998",1017,"M","E",90,"H","BSLP",8,5,FALSE,FALSE,NA,NA,NA,1986,0.0126677166,0.1399983354,0.3920763924,0.0126677166,0.1399983354,0.3920763924,0,0.0688151772,0.2235397626,13.4,12.6,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0141026424,1977,TRUE
"1978.1986",10,4,274,"BECO","2010",1017,"M","E",90,"H","BSLP",7,4,FALSE,TRUE,FALSE,NA,NA,1986,0.0021237216,0.2102759274,0.393245853,0.0021237216,0.2102759274,0.393245853,0,0.1813732074,0.3231693234,9.7,10.7,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0073898286,1978,TRUE
"1979.1986",10,4,423,"ABBA",NA,1017,"M","E",90,"H","BSLP",8,4,FALSE,FALSE,TRUE,TRUE,NA,1986,0.0216723276,0.1855083384,0.4292972838,0.0216723276,0.1855083384,0.4292972838,0.017486931,0.1694901054,0.400400847,7.5,3.94,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.004417875,1979,FALSE
"1980.1986",10,4,450,"PIRU",NA,1017,"M","E",90,"H","BSLP",6,2,FALSE,TRUE,TRUE,TRUE,NA,1986,0.0370567428,0.1430551122,NA,0.0370567428,0.1430551122,NA,0.0350139174,0.1387220604,NA,5.6,4.77,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0024630144,1980,FALSE
"1981.1986",10,4,505,"BECO",NA,1017,"M","E",90,"H","BSLP",6,2,FALSE,TRUE,TRUE,TRUE,NA,1986,0.0108675798,0.1168659492,NA,0.0108675798,0.1168659492,NA,0,0,NA,19.1,13.3,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0286521774,1981,FALSE
"1982.1986",10,4,526,"BECO","1998",1017,"M","E",90,"H","BSLP",8,1,FALSE,FALSE,NA,NA,NA,1986,0.0113883,NA,NA,0.0113883,NA,NA,0.00636174,NA,NA,8.5,8.12,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.005674515,1982,TRUE
"1985.1986",10,4,604,"BECO",NA,1017,"M","E",90,"H","BSLP",8,4,FALSE,FALSE,FALSE,FALSE,NA,1986,0.021904806,0.1857408168,0.4295297622,0.021904806,0.1857408168,0.4295297622,0.021904806,0.1739079804,0.4091195724,7.3,11,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0041853966,1985,FALSE
"1986.1986",10,4,605,"PIRU",NA,1017,"M","E",90,"H","BSLP",10,3,FALSE,TRUE,TRUE,TRUE,NA,1986,0.0120763104,NA,NA,0.0120763104,NA,NA,0.0120763104,NA,NA,8.8,7.02,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0060821376,1986,FALSE
"1987.1986",10,4,614,"ABBA",NA,1017,"M","E",90,"H","BSLP",7,2,FALSE,TRUE,TRUE,TRUE,NA,1986,0,0.2114940828,NA,0,0.2114940828,NA,0,0.1995041664,NA,8,5.84,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.00502656,1987,FALSE
"1988.1986",10,4,615,"PIRU",NA,1017,"M","E",90,"H","BSLP",8,3,FALSE,TRUE,TRUE,TRUE,NA,1986,0.0613460232,0.1462870332,0.4355773422,0.0613460232,0.1462870332,0.4355773422,0.046472118,0.096066201,0.316029252,10.6,8.89,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0088247544,1988,FALSE
"1989.1986",10,4,622,"ABBA",NA,1017,"M","E",90,"H","BSLP",10,3,FALSE,TRUE,TRUE,TRUE,NA,1986,0.0060821376,NA,NA,0.0060821376,NA,NA,0,NA,NA,12.4,7.5,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0120763104,1989,FALSE
"1990.1986",10,4,627,"BECO","1998",1017,"M","E",90,"H","BSLP",8,3,FALSE,FALSE,NA,NA,NA,1986,0.0673433376,0.1522843476,0.4415746566,0.0673433376,0.1522843476,0.4415746566,0.0673433376,0.150160626,0.4349450952,6,9.12,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.00282744,1990,TRUE
"1991.1986",10,4,630,"BECO",NA,1017,"M","E",90,"H","BSLP",8,3,FALSE,TRUE,FALSE,TRUE,NA,1986,0.0472048962,0.1321459062,0.4214362152,0.0472048962,0.1321459062,0.4214362152,0.0235062366,0.0235062366,0.0799175916,17.1,11.8,NA,NA,NA,"ALIVE",NA,13.6511542670769,0.0229658814,1991,FALSE
