"PLOT","SPLOT","TAG","SPECIES","CLASS","YRTAG","STAT86","STAT87","STAT88","STAT89","STAT98","STAT10","DBH86","HT86","DBH87","HT87","CPOS87","CPOS88","DBH98","HT98","CPOS98","DBH10","HT10","CPOS10","ELEV","ASPCL","CANHT86","CANDBH86","CANHT87","CANDBH87","CANHT98","CANDBH98","CANHT10","CANDBH10","HTPRED86","HTPRED87","HTPRED98","HTPRED10","KOZAK86","HONER86","KOZAK87","HONER87","KOZAK98","HONER98","KOZAK10","HONER10","CLARK86","CLARK87","CLARK98","CLARK10","BV86","BV87","BV98","BV10"
4,1,226,"ACPE","P",1988,"","","ALIVE","","ALIVE","DEAD",NA,NA,NA,NA,"","",2.6,4.2,"o",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00223632758790343,NA,NA,NA,0.00223632758790343,NA
4,1,227,"SOAM","P",1988,"","","ALIVE","","ALIVE","NF",NA,NA,NA,NA,"","",0.5,1.4,"",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72193969615099e-06,NA,NA,NA,4.72193969615099e-06,NA
4,1,228,"ABBA","P",1988,"","","ALIVE","","ALIVE","DEAD",NA,NA,NA,NA,"","",1,1.7,"",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,0.000222159951639055,7.80701571988047e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.000222159951639055,NA
4,1,229,"ABBA","P",1988,"","","ALIVE","","ALIVE","DEAD",NA,NA,NA,NA,"","",0.5,1.6,"",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,0.000180461296616282,1.84106526833685e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.000180461296616282,NA
4,1,230,"PIRU","P",1988,"","","ALIVE","ALIVE","ALIVE","ALIVE",NA,NA,NA,NA,"","",3.4,2.9,"o",4.7,3.68,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,0.00187031465157583,0.0013038351936936,0.00396818773692763,0.00314659725756291,NA,NA,NA,NA,NA,NA,0.00187031465157583,0.00396818773692763
4,1,231,"ACPE","P",1988,"","","ALIVE","","DEAD","DEAD",NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,232,"SOAM","P",1988,"","","ALIVE","","DEAD","DEAD",NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,233,"BEAL","P",1988,"","","ALIVE","","ALIVE","NF",NA,NA,NA,NA,"","",2,0.9,"o",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.30934085984056e-06,NA,NA,NA,5.30934085984056e-06,NA
4,1,235,"BEAL","P",1988,"","","ALIVE","","DEAD","DEAD",NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,237,"BEAL","P",1988,"","","ALIVE","","DEAD","DEAD",NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,238,"PRPE","P",1988,"","","ALIVE","","ALIVE","DEAD",NA,NA,NA,NA,"","",5,6.7,"i",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00604399630006136,NA,NA,NA,NA,0.00538749965080327,NA,NA,NA,0.00538749965080327,NA
4,1,239,"PRPE","P",1988,"","","ALIVE","","DEAD","DEAD",NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,553,"PIRU","A",1986,"DEAD","","DEAD","","DEAD","DEAD",25,15.5029628127607,NA,NA,"","i",NA,NA,"",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,1,NA,NA,NA,0.431243462794223,0.349846828626725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.431243462794223,NA,NA,NA
4,1,701,"PIRU","P",1986,"DEAD","","DEAD","","DEAD","DEAD",13.3,7.24,NA,NA,"","i",NA,NA,"",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,0.0551177902116344,0.0485197381317961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0551177902116344,NA,NA,NA
4,1,702,"ABBA","P",1986,"DEAD","","DEAD","","DEAD","DEAD",20.7,9.79,NA,NA,"","c",NA,NA,"",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,0.170014921247905,0.163112877305415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.170014921247905,NA,NA,NA
4,1,703,"ABBA","P",1986,"ALIVE","","ALIVE","","ALIVE","ALIVE",8.5,5.44,NA,NA,"","o",9.2,5.2,"o",11.2,5.43,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,0.0157068459276837,0.0166556890692617,NA,NA,0.0177520291352834,0.0187440209744406,0.0276000761898209,0.0288703087043156,NA,NA,NA,NA,0.0157068459276837,NA,0.0177520291352834,0.0276000761898209
4,1,716,"UNID","P",1986,"DEAD","","DEAD","","DEAD","DEAD",35.8,10.6,NA,NA,"","c",NA,NA,"",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,719,"ABBA","P",1986,"ALIVE","","ALIVE","","ALIVE","ALIVE",18.5,9.33,NA,NA,"","i",24,9.4344528064,"o",29.1,13.41,"c","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,0.128859495584119,0.125254175168993,NA,NA,0.220512009932423,0.21273551744333,0.480274908547097,0.413204997722588,NA,NA,NA,NA,0.128859495584119,NA,0.220512009932423,0.480274908547097
4,1,811,"PIRU","A",1986,"ALIVE","","ALIVE","","ALIVE","",25.7,15.8295155469601,NA,NA,"","d",27.1,16.4761718532953,"d",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,1,NA,1,NA,0.466462815477781,0.376800678424107,NA,NA,0.542596619802673,0.434492390458893,NA,NA,NA,NA,NA,NA,0.466462815477781,NA,0.542596619802673,NA
4,1,839,"ABBA","P",1986,"ALIVE","","ALIVE","","ALIVE","ALIVE",9.9,5.3,NA,NA,"","o",14.4,6.1,"o",18.3,9.93,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,0.0209810189752496,0.0220764678738813,NA,NA,0.0512132139043412,0.0528811778027896,0.134760954807165,0.128963159813148,NA,NA,NA,NA,0.0209810189752496,NA,0.0512132139043412,0.134760954807165
4,1,840,"ABBA","P",1986,"ALIVE","","ALIVE","","ALIVE","ALIVE",17,9.5,NA,NA,"","i",22.5,11.767309811,"i",28,7.42,"c","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,0.110824338936618,0.107344426627324,NA,NA,0.246286431359402,0.223270801729511,0.239152452306311,0.236832173143683,NA,NA,NA,NA,0.110824338936618,NA,0.246286431359402,0.239152452306311
4,1,841,"BECO","P",1986,"ALIVE","","ALIVE","","ALIVE","DEAD",45,17.1,NA,NA,"","d",46.8,15.530324057,"d",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,1.15528174020573,NA,NA,NA,1.16624979566486,NA,NA,1.29762087856464,NA,1.32042536317367,NA,1.29762087856464,NA,1.32042536317367,NA
4,1,9043,"ABBA","P",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",0,1.2,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.72930553259027e-05,0,NA,NA,NA,NA,NA,NA,NA,6.72930553259027e-05
4,1,9044,"PIRU","P",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",0.81,1.63,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6057730480035e-05,4.1919384677106e-05,NA,NA,NA,NA,NA,NA,NA,3.6057730480035e-05
4,1,9045,"ABBA","P",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",0,1.2,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.72930553259027e-05,0,NA,NA,NA,NA,NA,NA,NA,6.72930553259027e-05
4,1,9046,"PIRU","P",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",0,1.27,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23241583833191e-05,0,NA,NA,NA,NA,NA,NA,NA,1.23241583833191e-05
4,1,9047,"ACSP","P",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",4.6,5.1,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0159462353867882,NA,NA,NA,0.0159462353867882
4,1,9048,"ABBA","P",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",0,1.03,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9854483287763e-05,0,NA,NA,NA,NA,NA,NA,NA,3.9854483287763e-05
4,1,9049,"ABBA","P",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",0,1.24,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.53009728883291e-05,0,NA,NA,NA,NA,NA,NA,NA,7.53009728883291e-05
4,1,9051,"ABBA","P",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",1.4,1.61,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000182569186468968,0.000145209067631452,NA,NA,NA,NA,NA,NA,NA,0.000182569186468968
4,1,9052,"ABBA","P",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",1.68,1.72,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000252088850784787,0.000222837763948265,NA,NA,NA,NA,NA,NA,NA,0.000252088850784787
4,1,9222,"PIRU","A",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",6.8,5.80233781071824,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.0118235199220565,0.0102526839160496,NA,NA,NA,NA,NA,NA,NA,0.0118235199220565
4,1,9223,"PIRU","A",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",1.85,2.17201191195243,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.000675337670137535,0.000290410773715678,NA,NA,NA,NA,NA,NA,NA,0.000675337670137535
4,1,9226,"PIRU","A",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",7,5.93069819760466,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.0127793037675655,0.0110964328786628,NA,NA,NA,NA,NA,NA,NA,0.0127793037675655
4,1,9227,"PIRU","A",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",4.6,4.3198393604076,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.0042505560914787,0.00352444552493757,NA,NA,NA,NA,NA,NA,NA,0.0042505560914787
4,1,9228,"PIRU","A",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",5,4.60046892700107,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.00526062860746704,0.0044270095808286,NA,NA,NA,NA,NA,NA,NA,0.00526062860746704
4,1,9233,"PIRU","A",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",7.1,5.9945403791661,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.0132756545538504,0.0115341987142315,NA,NA,NA,NA,NA,NA,NA,0.0132756545538504
4,1,9237,"PIRU","A",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",7.7,6.37310101379167,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.0165208207278444,0.01438998250187,NA,NA,NA,NA,NA,NA,NA,0.0165208207278444
4,1,9238,"PIRU","A",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",2.3,2.55998380052128,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.000921959120310228,0.000527794514172732,NA,NA,NA,NA,NA,NA,NA,0.000921959120310228
4,1,9239,"PIRU","A",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",0.7,1.04294844382244,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5.28179083901722e-06,2.01044575224935e-05,NA,NA,NA,NA,NA,NA,NA,5.28179083901722e-06
4,1,9240,"PIRU","A",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",0.86,1.2182771918803,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1.03057080247958e-05,3.5408303005066e-05,NA,NA,NA,NA,NA,NA,NA,1.03057080247958e-05
4,1,9242,"PIRU","A",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",2,2.30366793948298,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.000744840301619141,0.000359695834365357,NA,NA,NA,NA,NA,NA,NA,0.000744840301619141
4,1,9963,"PIRU","A",2010,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",NA,NA,"",6.7,5.73781137230368,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.0113638110098693,0.00984648517583072,NA,NA,NA,NA,NA,NA,NA,0.0113638110098693
4,1,98301,"ABBA","P",1998,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",0,1.2,"",0.9,1.63,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,6.72930553259027e-05,0,0.000192330374521859,6.07280966615641e-05,NA,NA,NA,NA,NA,NA,6.72930553259027e-05,0.000192330374521859
4,1,98317,"ABBA","P",1998,"","","","","ALIVE","DEAD",NA,NA,NA,NA,"","",0.5,1.5,"",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,0.000144635142344655,1.72987892588488e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.000144635142344655,NA
4,1,98320,"ABBA","P",1998,"","","","","ALIVE","DEAD",NA,NA,NA,NA,"","",1.2,1.7,"",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,0.000222159951639055,0.000112421026366279,NA,NA,NA,NA,NA,NA,NA,NA,0.000222159951639055,NA
4,1,98336,"BECO","P",1998,"","","","","ALIVE","NF",NA,NA,NA,NA,"","",4.5,5.7,"o",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00478692004559612,NA,NA,NA,NA,0.00426175546067791,NA,NA,NA,0.00426175546067791,NA
4,1,98340,"ACSP","P",1998,"","","","","ALIVE","NF",NA,NA,NA,NA,"","",4.3,6,"i",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00389919763849129,NA,NA,NA,NA,0.0162361410652257,NA,NA,NA,0.0162361410652257,NA
4,1,98342,"ACPE","P",1998,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",5.7,6.5,"o",13.4,10.43,"i","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00739115097630699,NA,0.0634395714088531,NA,NA,0.0158784489828558,0.0613494992319634,NA,NA,0.0158784489828558,0.0613494992319634
4,1,98355,"ABBA","P",1998,"","","","","ALIVE","DEAD",NA,NA,NA,NA,"","",0.5,1.8,"",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,0.000270262395547335,2.06194824482414e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.000270262395547335,NA
4,1,98356,"ACSP","P",1998,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",4.6,6.1,"i",6.3,4.81,"i","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00453277692609362,NA,NA,NA,NA,0.0159694640538436,0.0157603697833537,NA,NA,0.0159694640538436,0.0157603697833537
4,1,98364,"BECO","P",1998,"","","","","ALIVE","DEAD",NA,NA,NA,NA,"","",4.6,6.2,"o",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00538342266240326,NA,NA,NA,NA,0.00466586282161705,NA,NA,NA,0.00466586282161705,NA
4,1,98367,"BECO","P",1998,"","","","","ALIVE","NF",NA,NA,NA,NA,"","",3.6,5.4,"o",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00292106871856676,NA,NA,NA,NA,0.0010124301271121,NA,NA,NA,0.0010124301271121,NA
4,1,98379,"ABBA","P",1998,"","","","","ALIVE","NF",NA,NA,NA,NA,"","",0,1.3,"",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,8.85460521928813e-05,0,NA,NA,NA,NA,NA,NA,NA,NA,8.85460521928813e-05,NA
4,1,98381,"ABBA","P",1998,"","","","","ALIVE","DEAD",NA,NA,NA,NA,"","",0.5,1.5,"",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,0.000144635142344655,1.72987892588488e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.000144635142344655,NA
4,1,98385,"ABBA","P",1998,"","","","","ALIVE","NF",NA,NA,NA,NA,"","",0,1.2,"",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,6.72930553259027e-05,0,NA,NA,NA,NA,NA,NA,NA,NA,6.72930553259027e-05,NA
4,1,98388,"ABBA","P",1998,"","","","","ALIVE","NF",NA,NA,NA,NA,"","",1.2,1.9,"",NA,NA,"","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,0.000325313504786063,0.000125087127392125,NA,NA,NA,NA,NA,NA,NA,NA,0.000325313504786063,NA
4,1,98389,"ABBA","P",1998,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",0.5,1.4,"",3.4,1.61,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,0.000114164268568509,1.61819153852605e-05,0.000573160301018648,0.000856437153989585,NA,NA,NA,NA,NA,NA,0.000114164268568509,0.000573160301018648
4,1,98508,"ABBA","P",1998,"","","","","ALIVE","ALIVE",NA,NA,NA,NA,"","",0,1.1,"o",0,1.33,"o","L","E",13.7911111111111,27.45,NA,NA,14.1718818025,30.625,11.665,28.49,NA,NA,NA,NA,NA,NA,NA,NA,4.99336835940467e-05,0,9.57512908418867e-05,0,NA,NA,NA,NA,NA,NA,4.99336835940467e-05,9.57512908418867e-05
