"pplot","splot","tag","spec","yrmort","stat86","stat87","stat98","stat10","dbh86","decm86","dbh87","cpos87","decm87","dbh98","decm98","cpos98","dbh10","decm10","cpos10","elev","elevcl","aspcl","asp","soilcl","slopcl","bqudx","bqudy","bv86","bv87","bv98","bv10","ht86","ht87","ht98","ht10","ba86","ba87","ba98","ba10","dbhgrowth98","dbhgrowth10","htgrowth98","htgrowth10","priordbh86","priordbh87","priordbh98","priordbh10","priorba86","priorba87","priorba98","priorba10","priorbv86","priorbv87","priorbv98","priorbv10","priorht86","priorht87","priorht98","priorht10","bvgrowth98","bvgrowth10"
12,2,785,"PIRU",NA,"","","ALIVE","ALIVE",NA,NA,NA,"",NA,NA,NA,"",3.4,1,"o",1011,"M","E",195,"H","BSLP",NA,NA,NA,NA,NA,0.002028,NA,NA,NA,1,NA,NA,NA,0.0009079224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,786,"PIRU",NA,"","","ALIVE","ALIVE",NA,NA,NA,"",NA,NA,NA,"",1.4,1,"o",1011,"M","E",195,"H","BSLP",NA,NA,NA,NA,NA,5.9e-05,NA,NA,NA,1,NA,NA,NA,0.0001539384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,787,"PIRU",NA,"","","ALIVE","ALIVE",NA,NA,NA,"",NA,NA,NA,"",2.3,1,"o",1011,"M","E",195,"H","BSLP",NA,NA,NA,NA,NA,0.000924,NA,NA,NA,1,NA,NA,NA,0.0004154766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,901,"ABBA",NA,"ALIVE","","ALIVE","ALIVE",9.1,1,NA,"",NA,10.2,2,"o",10.9,NA,"",1011,"M","E",195,"H","BSLP",5,8,0.020768,NA,0.027675,0.036149,NA,NA,NA,1,0.0065038974,NA,0.0081713016,0.0093313374,0.0916666666666666,0.0583333333333334,NA,NA,NA,NA,9.1,10.2,NA,NA,0.0065038974,0.0081713016,NA,NA,0.020768,0.027675,NA,NA,NA,NA,0.000575583333333334,0.000706166666666667
12,2,903,"BECO",2010,"ALIVE","","ALIVE","DEAD",7.6,NA,NA,"",NA,7.6,NA,"i",NA,NA,"",1011,"M","E",195,"H","BSLP",3,8,0.021531,NA,0.02281,NA,1,NA,NA,NA,0.0045364704,NA,0.0045364704,NA,0,NA,NA,NA,NA,NA,7.6,7.6,NA,NA,0.0045364704,0.0045364704,NA,NA,0.021531,0.02281,NA,NA,1,NA,0.000106583333333333,NA
12,2,904,"PIRU",NA,"ALIVE","","ALIVE","ALIVE",5.8,2,NA,"",NA,6.7,1,"o",9.4,NA,"",1011,"M","E",195,"H","BSLP",1,9,0.007439,NA,0.011297,0.026649,NA,NA,NA,1,0.0026420856,NA,0.0035256606,0.0069397944,0.075,0.225,NA,NA,NA,NA,5.8,6.7,NA,NA,0.0026420856,0.0035256606,NA,NA,0.007439,0.011297,NA,NA,NA,NA,0.0003215,0.00127933333333333
12,2,905,"PIRU",1986,"DEAD","","DEAD","DEAD",6.4,4,NA,"",NA,NA,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",1,8,0.012076,NA,NA,NA,NA,NA,NA,NA,0.0032169984,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,0.0032169984,NA,NA,NA,0.012076,NA,NA,NA,NA,NA,NA,NA
12,2,908,"BECO",1998,"ALIVE","","DEAD","DEAD",7.6,NA,NA,"",NA,7.6,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",5,10,0.021531,NA,0.021531,NA,1,NA,1,NA,0.0045364704,NA,0.0045364704,NA,0,NA,0,NA,NA,NA,7.6,7.6,NA,NA,0.0045364704,0.0045364704,NA,NA,0.021531,0.021531,NA,NA,1,1,0,NA
12,2,909,"ABBA",NA,"ALIVE","","ALIVE","ALIVE",8,2,NA,"",NA,8.9,1,"o",11.4,NA,"",1011,"M","E",195,"H","BSLP",1,8,0.016832,NA,0.022821,0.040815,NA,NA,NA,1,0.00502656,NA,0.0062211534,0.0102070584,0.075,0.208333333333333,NA,NA,NA,NA,8,8.9,NA,NA,0.00502656,0.0062211534,NA,NA,0.016832,0.022821,NA,NA,NA,NA,0.000499083333333333,0.0014995
12,2,910,"ABBA",NA,"ALIVE","","ALIVE","ALIVE",9.6,2,NA,"",NA,11.1,1,"o",13.4,NA,"",1011,"M","E",195,"H","BSLP",2,9,0.025676,NA,0.042316,0.06329,NA,NA,NA,1,0.0072382464,NA,0.0096769134,0.0141026424,0.125,0.191666666666667,NA,NA,NA,NA,9.6,11.1,NA,NA,0.0072382464,0.0096769134,NA,NA,0.025676,0.042316,NA,NA,NA,NA,0.00138666666666667,0.00174783333333333
12,2,911,"ABBA",1998,"ALIVE","","DEAD","DEAD",10.8,2,NA,"",NA,11.1,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",1,8,0.046404,NA,0.037972,NA,NA,NA,1,NA,0.0091609056,NA,0.0096769134,NA,0.0249999999999999,NA,NA,NA,NA,NA,10.8,11.1,NA,NA,0.0091609056,0.0096769134,NA,NA,0.046404,0.037972,NA,NA,NA,1,-0.000702666666666667,NA
12,2,912,"BEPA",2010,"ALIVE","","ALIVE","DEAD",10.6,NA,NA,"",NA,11.6,NA,"c",NA,NA,"",1011,"M","E",195,"H","BSLP",1,10,NA,NA,NA,NA,NA,NA,NA,NA,0.0088247544,NA,0.0105683424,NA,0.0833333333333333,NA,NA,NA,NA,NA,10.6,11.6,NA,NA,0.0088247544,0.0105683424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,913,"ABBA",NA,"ALIVE","","ALIVE","ALIVE",13.7,2,NA,"",NA,15.8,1,"i",18.1,NA,"",1011,"M","E",195,"H","BSLP",4,10,0.067343,NA,0.110312,0.14397,NA,NA,NA,1,0.0147411726,NA,0.0196067256,0.0257304894,0.175,0.191666666666667,NA,NA,NA,NA,13.7,15.8,NA,NA,0.0147411726,0.0196067256,NA,NA,0.067343,0.110312,NA,NA,NA,NA,0.00358075,0.00280483333333333
12,2,917,"BECO",1998,"ALIVE","","DEAD","DEAD",7.3,NA,NA,"",NA,7.1,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",4,7,0.01943,NA,0.018083,NA,1,NA,1,NA,0.0041853966,NA,0.0039592014,NA,-0.0166666666666667,NA,0,NA,NA,NA,7.3,7.1,NA,NA,0.0041853966,0.0039592014,NA,NA,0.01943,0.018083,NA,NA,1,1,-0.00011225,NA
12,2,918,"BECO",1986,"DEAD","","DEAD","DEAD",5.5,5,NA,"",NA,NA,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",2,6,0.008803,NA,NA,NA,1,NA,NA,NA,0.002375835,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,0.002375835,NA,NA,NA,0.008803,NA,NA,NA,1,NA,NA,NA
12,2,920,"ABBA",1986,"DEAD","","DEAD","DEAD",9.5,4,NA,"",NA,9.3,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",2,8,0.030706,NA,0.023546,NA,NA,NA,1,NA,0.007088235,NA,0.0067929246,NA,-0.0166666666666666,NA,NA,NA,NA,NA,9.5,9.3,NA,NA,0.007088235,0.0067929246,NA,NA,0.030706,0.023546,NA,NA,NA,1,-0.000596666666666667,NA
12,2,922,"BEPA",2010,"ALIVE","","ALIVE","DEAD",12.2,NA,NA,"",NA,12.4,NA,"i",NA,NA,"",1011,"M","E",195,"H","BSLP",4,10,NA,NA,NA,NA,NA,NA,NA,NA,0.0116898936,NA,0.0120763104,NA,0.0166666666666668,NA,NA,NA,NA,NA,12.2,12.4,NA,NA,0.0116898936,0.0120763104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,924,"ABBA",NA,"ALIVE","","ALIVE","ALIVE",8.6,1,NA,"",NA,10.8,2,"o",12.2,NA,"",1011,"M","E",195,"H","BSLP",4,9,0.017784,NA,0.038077,0.049052,NA,NA,NA,1,0.0058088184,NA,0.0091609056,0.0116898936,0.183333333333333,0.116666666666667,NA,NA,NA,NA,8.6,10.8,NA,NA,0.0058088184,0.0091609056,NA,NA,0.017784,0.038077,NA,NA,NA,NA,0.00169108333333333,0.000914583333333333
12,2,925,"BECO",1986,"DEAD","","DEAD","DEAD",8,5,NA,"",NA,NA,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",2,10,0.024485,NA,NA,NA,1,NA,NA,NA,0.00502656,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,0.00502656,NA,NA,NA,0.024485,NA,NA,NA,1,NA,NA,NA
12,2,926,"BECO",1988,"ALIVE","","DEAD","DEAD",9.6,NA,NA,"",NA,NA,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",3,9,0.038114,NA,NA,NA,1,NA,NA,NA,0.0072382464,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,0.0072382464,NA,NA,NA,0.038114,NA,NA,NA,1,NA,NA,NA
12,2,927,"ABBA",1998,"ALIVE","","DEAD","DEAD",20,1,NA,"",NA,21.2,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",5,7,0.278181,NA,0.269258,NA,NA,NA,1,NA,0.031416,NA,0.0352990176,NA,0.0999999999999999,NA,NA,NA,NA,NA,20,21.2,NA,NA,0.031416,0.0352990176,NA,NA,0.278181,0.269258,NA,NA,NA,1,-0.000743583333333334,NA
12,2,929,"PIRU",NA,"ALIVE","","ALIVE","ALIVE",5.1,2,NA,"",NA,5.7,1,"o",9.6,NA,"",1011,"M","E",195,"H","BSLP",5,6,0.004516,NA,0.006373,0.028185,NA,NA,NA,1,0.0020428254,NA,0.0025517646,0.0072382464,0.05,0.325,NA,NA,NA,NA,5.1,5.7,NA,NA,0.0020428254,0.0025517646,NA,NA,0.004516,0.006373,NA,NA,NA,NA,0.00015475,0.00181766666666667
12,2,930,"ABBA",NA,"ALIVE","","ALIVE","ALIVE",6.6,2,NA,"",NA,7.4,1,"o",9.6,NA,"",1011,"M","E",195,"H","BSLP",4,8,0.010007,NA,0.014577,0.025651,NA,NA,NA,1,0.0034212024,NA,0.0043008504,0.0072382464,0.0666666666666667,0.183333333333333,NA,NA,NA,NA,6.6,7.4,NA,NA,0.0034212024,0.0043008504,NA,NA,0.010007,0.014577,NA,NA,NA,NA,0.000380833333333333,0.000922833333333333
12,2,931,"BECO",1986,"DEAD","","DEAD","DEAD",6.9,5,NA,"",NA,NA,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",3,7,0.016779,NA,NA,NA,1,NA,NA,NA,0.0037392894,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA,NA,0.0037392894,NA,NA,NA,0.016779,NA,NA,NA,1,NA,NA,NA
12,2,932,"ABBA",1998,"ALIVE","","NF","NF",5.8,1,NA,"",NA,NA,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",4,9,0.008258,NA,NA,NA,NA,NA,NA,NA,0.0026420856,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,0.0026420856,NA,NA,NA,0.008258,NA,NA,NA,NA,NA,NA,NA
12,2,947,"BECO",1986,"DEAD","","DEAD","DEAD",6.5,5,NA,"",NA,NA,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",1,9,0.014298,NA,NA,NA,1,NA,NA,NA,0.003318315,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,0.003318315,NA,NA,NA,0.014298,NA,NA,NA,1,NA,NA,NA
12,2,949,"BECO",1986,"DEAD","","DEAD","DEAD",9.3,5,NA,"",NA,NA,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",4,10,0.035332,NA,NA,NA,1,NA,NA,NA,0.0067929246,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,0.0067929246,NA,NA,NA,0.035332,NA,NA,NA,1,NA,NA,NA
12,2,953,"BEPA",NA,"ALIVE","","ALIVE","ALIVE",12.7,NA,NA,"",NA,15.2,NA,"d",17.9,NA,"",1011,"M","E",195,"H","BSLP",4,8,NA,NA,NA,NA,NA,NA,NA,NA,0.0126677166,NA,0.0181458816,0.0251650014,0.208333333333333,0.225,NA,NA,NA,NA,12.7,15.2,NA,NA,0.0126677166,0.0181458816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,956,"BECO",1988,"ALIVE","","DEAD","DEAD",7.3,NA,NA,"",NA,NA,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",4,8,0.01943,NA,NA,NA,1,NA,NA,NA,0.0041853966,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,0.0041853966,NA,NA,NA,0.01943,NA,NA,NA,1,NA,NA,NA
12,2,958,"BEPA",2010,"ALIVE","","ALIVE","DEAD",8.6,NA,NA,"",NA,9,NA,"i",NA,NA,"",1011,"M","E",195,"H","BSLP",2,8,NA,NA,NA,NA,NA,NA,NA,NA,0.0058088184,NA,0.00636174,NA,0.0333333333333334,NA,NA,NA,NA,NA,8.6,9,NA,NA,0.0058088184,0.00636174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,959,"PIRU",NA,"ALIVE","","ALIVE","ALIVE",25,2,NA,"",NA,26.1,1,"c",29.1,NA,"",1011,"M","E",195,"H","BSLP",1,8,0.37185,NA,0.45352,0.560198,NA,NA,NA,1,0.0490875,NA,0.0535022334,0.0665084574,0.0916666666666668,0.25,NA,NA,NA,NA,25,26.1,NA,NA,0.0490875,0.0535022334,NA,NA,0.37185,0.45352,NA,NA,NA,NA,0.00680583333333333,0.00888983333333333
12,2,960,"BECO",NA,"ALIVE","","ALIVE","ALIVE",8.9,NA,NA,"",NA,9.2,NA,"o",10.1,NA,"",1011,"M","E",195,"H","BSLP",4,7,0.031788,NA,0.032566,0.042986,1,NA,NA,1,0.0062211534,NA,0.0066476256,0.0080118654,0.0249999999999999,0.075,NA,NA,NA,NA,8.9,9.2,NA,NA,0.0062211534,0.0066476256,NA,NA,0.031788,0.032566,NA,NA,1,NA,6.48333333333334e-05,0.000868333333333334
12,2,961,"BEPA",NA,"ALIVE","","ALIVE","ALIVE",14.3,NA,NA,"",NA,15.1,NA,"c",14.5,NA,"",1011,"M","E",195,"H","BSLP",2,10,NA,NA,NA,NA,NA,NA,NA,NA,0.0160606446,NA,0.0179079054,0.016513035,0.0666666666666666,-0.05,NA,NA,NA,NA,14.3,15.1,NA,NA,0.0160606446,0.0179079054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,963,"BECO",1986,"DEAD","","DEAD","DEAD",5.8,5,NA,"",NA,NA,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",2,8,0.010347,NA,NA,NA,1,NA,NA,NA,0.0026420856,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,0.0026420856,NA,NA,NA,0.010347,NA,NA,NA,1,NA,NA,NA
12,2,964,"PIRU",NA,"ALIVE","","ALIVE","ALIVE",9.9,2,NA,"",NA,10.9,1,"o",13.9,NA,"",1011,"M","E",195,"H","BSLP",4,8,0.028662,NA,0.038016,0.075943,NA,NA,NA,1,0.0076977054,NA,0.0093313374,0.0151747134,0.0833333333333333,0.25,NA,NA,NA,NA,9.9,10.9,NA,NA,0.0076977054,0.0093313374,NA,NA,0.028662,0.038016,NA,NA,NA,NA,0.0007795,0.00316058333333333
12,2,967,"PIRU",1986,"DEAD","","DEAD","DEAD",8.2,4,NA,"",NA,3.6,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",3,6,0.025871,NA,0.002312,NA,NA,NA,1,NA,0.0052810296,NA,0.0010178784,NA,-0.383333333333333,NA,NA,NA,NA,NA,8.2,3.6,NA,NA,0.0052810296,0.0010178784,NA,NA,0.025871,0.002312,NA,NA,NA,1,-0.00196325,NA
12,2,970,"PIRU",1998,"ALIVE","","DEAD","DEAD",5.5,2,NA,"",NA,NA,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",1,6,0.004253,NA,NA,NA,NA,NA,NA,NA,0.002375835,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,0.002375835,NA,NA,NA,0.004253,NA,NA,NA,NA,NA,NA,NA
12,2,973,"BECO",1988,"ALIVE","","DEAD","DEAD",7,NA,NA,"",NA,NA,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",2,10,0.017426,NA,NA,NA,1,NA,NA,NA,0.00384846,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,0.00384846,NA,NA,NA,0.017426,NA,NA,NA,1,NA,NA,NA
12,2,975,"ABBA",2010,"ALIVE","","ALIVE","DEAD",5.8,2,NA,"",NA,6.7,2,"o",NA,NA,"",1011,"M","E",195,"H","BSLP",4,6,0.006306,NA,0.00925,NA,NA,NA,NA,NA,0.0026420856,NA,0.0035256606,NA,0.075,NA,NA,NA,NA,NA,5.8,6.7,NA,NA,0.0026420856,0.0035256606,NA,NA,0.006306,0.00925,NA,NA,NA,NA,0.000245333333333333,NA
12,2,977,"PIRU",NA,"ALIVE","","ALIVE","ALIVE",15.5,2,NA,"",NA,16.1,1,"i",20.1,NA,"",1011,"M","E",195,"H","BSLP",3,8,0.085117,NA,0.104324,0.237016,NA,NA,NA,1,0.018869235,NA,0.0203583534,0.0317309454,0.0500000000000001,0.333333333333333,NA,NA,NA,NA,15.5,16.1,NA,NA,0.018869235,0.0203583534,NA,NA,0.085117,0.104324,NA,NA,NA,NA,0.00160058333333333,0.0110576666666667
12,2,978,"ABBA",2010,"ALIVE","","ALIVE","DEAD",18,1,NA,"",NA,19.4,2,"c",NA,NA,"",1011,"M","E",195,"H","BSLP",2,8,0.171222,NA,0.196757,NA,NA,NA,NA,NA,0.02544696,NA,0.0295593144,NA,0.116666666666667,NA,NA,NA,NA,NA,18,19.4,NA,NA,0.02544696,0.0295593144,NA,NA,0.171222,0.196757,NA,NA,NA,NA,0.00212791666666666,NA
12,2,979,"ABBA",2011,"ALIVE","","DEAD","ALIVE",6.5,3,NA,"",NA,6.3,NA,"",6.1,NA,"",1011,"M","E",195,"H","BSLP",2,7,0.009136,NA,0.008292,0.00761,NA,NA,1,1,0.003318315,NA,0.0031172526,0.0029224734,-0.0166666666666667,-0.0166666666666667,NA,0,NA,NA,6.5,6.3,NA,NA,0.003318315,0.0031172526,NA,NA,0.009136,0.008292,NA,NA,NA,1,-7.03333333333333e-05,-5.68333333333334e-05
12,2,981,"BECO",NA,"ALIVE","","ALIVE","ALIVE",9.9,NA,NA,"",NA,10.4,NA,"c",11,NA,"",1011,"M","E",195,"H","BSLP",5,10,0.041001,NA,0.050676,0.052518,1,NA,NA,1,0.0076977054,NA,0.0084948864,0.00950334,0.0416666666666667,0.05,NA,NA,NA,NA,9.9,10.4,NA,NA,0.0076977054,0.0084948864,NA,NA,0.041001,0.050676,NA,NA,1,NA,0.00080625,0.0001535
12,2,987,"ABBA",1998,"ALIVE","","DEAD","DEAD",8.4,2,NA,"",NA,8.2,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",5,8,0.017315,NA,0.01678,NA,NA,NA,1,NA,0.0055417824,NA,0.0052810296,NA,-0.0166666666666668,NA,NA,NA,NA,NA,8.4,8.2,NA,NA,0.0055417824,0.0052810296,NA,NA,0.017315,0.01678,NA,NA,NA,1,-4.45833333333334e-05,NA
12,2,988,"BECO",1986,"DEAD","","DEAD","DEAD",7.5,5,NA,"",NA,NA,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",3,7,0.02082,NA,NA,NA,1,NA,NA,NA,0.004417875,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,0.004417875,NA,NA,NA,0.02082,NA,NA,NA,1,NA,NA,NA
12,2,990,"PIRU",1986,"DEAD","","DEAD","DEAD",5.7,4,NA,"",NA,NA,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",4,6,0.006843,NA,NA,NA,NA,NA,NA,NA,0.0025517646,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,0.0025517646,NA,NA,NA,0.006843,NA,NA,NA,NA,NA,NA,NA
12,2,992,"ABBA",1998,"ALIVE","","DEAD","DEAD",13.9,1,NA,"",NA,NA,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",5,7,0.111745,NA,NA,NA,NA,NA,NA,NA,0.0151747134,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9,NA,NA,NA,0.0151747134,NA,NA,NA,0.111745,NA,NA,NA,NA,NA,NA,NA
12,2,997,"BECO",1986,"DEAD","","DEAD","DEAD",8.8,5,NA,"",NA,NA,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",4,9,0.030931,NA,NA,NA,1,NA,NA,NA,0.0060821376,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,0.0060821376,NA,NA,NA,0.030931,NA,NA,NA,1,NA,NA,NA
12,2,1112.7,"ABBA",NA,"","","ALIVE","ALIVE",NA,NA,NA,"",NA,NA,NA,"",0,NA,"",1011,"M","E",195,"H","BSLP",2,8,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,1933,"ABBA",2010,"ALIVE","","ALIVE","DEAD",8.1,2,NA,"",NA,8.8,2,"o",NA,NA,"",1011,"M","E",195,"H","BSLP",1,9,0.015658,NA,0.015389,NA,NA,NA,NA,NA,0.0051530094,NA,0.0060821376,NA,0.0583333333333334,NA,NA,NA,NA,NA,8.1,8.8,NA,NA,0.0051530094,0.0060821376,NA,NA,0.015658,0.015389,NA,NA,NA,NA,-2.24166666666665e-05,NA
12,2,1935,"BECO",NA,"ALIVE","","ALIVE","ALIVE",11.7,NA,NA,"",NA,12.9,NA,"c",13.6,NA,"",1011,"M","E",195,"H","BSLP",4,6,0.060622,NA,0.083362,0.085765,1,NA,NA,1,0.0107513406,NA,0.0130698414,0.0145267584,0.1,0.0583333333333333,NA,NA,NA,NA,11.7,12.9,NA,NA,0.0107513406,0.0130698414,NA,NA,0.060622,0.083362,NA,NA,1,NA,0.001895,0.000200249999999999
12,2,1936,"PIRU",1986,"DEAD","","DEAD","DEAD",7.2,4,NA,"",NA,NA,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",4,7,0.0127,NA,NA,NA,NA,NA,NA,NA,0.0040715136,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,0.0040715136,NA,NA,NA,0.0127,NA,NA,NA,NA,NA,NA,NA
12,2,1937,"ABBA",NA,"ALIVE","","ALIVE","ALIVE",6.7,1,NA,"",NA,7.5,2,"o",9.8,NA,"",1011,"M","E",195,"H","BSLP",2,6,0.010046,NA,0.013288,0.027118,NA,NA,NA,1,0.0035256606,NA,0.004417875,0.0075429816,0.0666666666666667,0.191666666666667,NA,NA,NA,NA,6.7,7.5,NA,NA,0.0035256606,0.004417875,NA,NA,0.010046,0.013288,NA,NA,NA,NA,0.000270166666666667,0.0011525
12,2,1941,"ABBA",NA,"ALIVE","","ALIVE","ALIVE",14.7,1,NA,"",NA,15.8,1,"d",17.6,NA,"",1011,"M","E",195,"H","BSLP",1,6,0.125997,NA,0.176361,0.133303,NA,NA,NA,1,0.0169717086,NA,0.0196067256,0.0243285504,0.0916666666666668,0.15,NA,NA,NA,NA,14.7,15.8,NA,NA,0.0169717086,0.0196067256,NA,NA,0.125997,0.176361,NA,NA,NA,NA,0.004197,-0.00358816666666667
12,2,1942,"ABBA",NA,"ALIVE","","ALIVE","ALIVE",7,2,NA,"",NA,8.1,1,"o",10.7,NA,"",1011,"M","E",195,"H","BSLP",2,6,0.011584,NA,0.01508,0.034383,NA,NA,NA,1,0.00384846,NA,0.0051530094,0.0089920446,0.0916666666666666,0.216666666666667,NA,NA,NA,NA,7,8.1,NA,NA,0.00384846,0.0051530094,NA,NA,0.011584,0.01508,NA,NA,NA,NA,0.000291333333333333,0.00160858333333333
12,2,1943,"PIRU",1986,"DEAD","","DEAD","DEAD",10,4,NA,"",NA,NA,NA,"",NA,NA,"",1011,"M","E",195,"H","BSLP",2,6,0.035419,NA,NA,NA,NA,NA,NA,NA,0.007854,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,0.007854,NA,NA,NA,0.035419,NA,NA,NA,NA,NA,NA,NA
12,2,1944,"BEPA",2010,"ALIVE","","ALIVE","DEAD",11.4,NA,NA,"",NA,11.7,NA,"i",NA,NA,"",1011,"M","E",195,"H","BSLP",3,8,NA,NA,NA,NA,NA,NA,NA,NA,0.0102070584,NA,0.0107513406,NA,0.0249999999999999,NA,NA,NA,NA,NA,11.4,11.7,NA,NA,0.0102070584,0.0107513406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,1945,"BEPA",2010,"ALIVE","","ALIVE","DEAD",10.4,NA,NA,"",NA,10.5,NA,"o",NA,NA,"",1011,"M","E",195,"H","BSLP",2,7,NA,NA,NA,NA,NA,NA,NA,NA,0.0084948864,NA,0.008659035,NA,0.0083333333333333,NA,NA,NA,NA,NA,10.4,10.5,NA,NA,0.0084948864,0.008659035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,9147,"PIRU",NA,"","","ALIVE","ALIVE",NA,NA,NA,"",NA,NA,NA,"",0.29,NA,"",1011,"M","E",195,"H","BSLP",5,7,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,6.605214e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,98502,"PIRU",NA,"","","ALIVE","ALIVE",NA,NA,NA,"",NA,3.1,1,"",5.15,NA,"",1011,"M","E",195,"H","BSLP",2,7,NA,NA,0.001535,0.005537,NA,NA,NA,1,NA,NA,0.0007547694,0.00208307715,NA,0.170833333333333,NA,NA,NA,NA,NA,3.1,NA,NA,NA,0.0007547694,NA,NA,NA,0.001535,NA,NA,NA,NA,NA,0.0003335
12,2,98503,"ABBA",NA,"","","ALIVE","ALIVE",NA,NA,NA,"",NA,5.4,1,"o",5.9,NA,"",1011,"M","E",195,"H","BSLP",2,10,NA,NA,0.006122,0.006966,NA,NA,NA,1,NA,NA,0.0022902264,0.0027339774,NA,0.0416666666666667,NA,NA,NA,NA,NA,5.4,NA,NA,NA,0.0022902264,NA,NA,NA,0.006122,NA,NA,NA,NA,NA,7.03333333333333e-05
12,2,98505,"PIRU",NA,"","","ALIVE","ALIVE",NA,NA,NA,"",NA,0,2,"",1.41,NA,"",1011,"M","E",195,"H","BSLP",1,9,NA,NA,1.3e-05,6e-05,NA,NA,NA,1,NA,NA,0,0.000156145374,NA,0.1175,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1.3e-05,NA,NA,NA,NA,NA,3.91666666666667e-06
12,2,98506,"PIRU",NA,"","","ALIVE","ALIVE",NA,NA,NA,"",NA,0,2,"",1.9,NA,"",1011,"M","E",195,"H","BSLP",1,10,NA,NA,1.3e-05,0.000698,NA,NA,NA,1,NA,NA,0,0.0002835294,NA,0.158333333333333,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1.3e-05,NA,NA,NA,NA,NA,5.70833333333333e-05
